CompanyName,Date,SecuritiesCompanyCode,保留盈餘,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
華盈,1150904,3520,47124.00,,-1718.00,,2,115,,0.00,,795413.00,795413.00,0.00,11.55,449164.00,921030.00,688468.00,755972.00,61539.00,1551385.00,0.00,306808.00,630355.00,0.00
台鋼建設,1150904,3521,287422.00,,9863.00,,2,115,,,,2254941.00,2254941.00,0.00,12.14,19648.00,1793128.00,1857656.00,48727.00,100000.00,2303668.00,0.00,29079.00,510540.00,0.00
御嵿,1150904,3522,-461735.00,,-15394.00,,2,115,,0.00,,718629.00,713018.00,0.00,6.85,977156.00,681408.00,1040962.00,1649604.00,149185.00,2368233.00,5611.00,672448.00,1686825.00,0.00
迎輝,1150904,3523,-790952.00,,501494.00,,2,115,,0.00,,373044.00,368897.00,0.00,5.74,525429.00,139857.00,642579.00,1436526.00,15776.00,1809570.00,4147.00,911097.00,1669713.00,0.00
凡甲,1150904,3526,1926164.00,,148863.00,,2,115,,,,4136211.00,4136211.00,0.00,61.88,2157211.00,6142134.00,668395.00,3508557.00,1392789.00,7644768.00,0.00,1351346.00,1502634.00,988612.00
聚積,1150904,3527,496075.00,,4529.00,,2,115,,,,2244008.00,2244008.00,0.00,50.49,427263.00,2286722.00,444451.00,467718.00,1298953.00,2711726.00,,40455.00,425004.00,0.00
力旺,1150904,3529,2617329.00,,-9514.00,,2,115,,,,3553876.00,3487893.00,0.00,46.70,2682123.00,5229763.00,746865.00,2693979.00,133213.00,6247855.00,65983.00,11856.00,1018092.00,0.00
先益,1150904,3531,678800.00,,-94846.00,,2,115,,0.00,,1885963.00,1865494.00,0.00,30.49,367999.00,2000623.00,611750.00,399080.00,669790.00,2285043.00,20469.00,31081.00,284420.00,0.00
堡達,1150904,3537,629540.00,0.00,-7801.00,,2,115,0.00,0.00,0.00,1289635.00,1289635.00,0.00,22.93,793478.00,1861667.00,562430.00,830084.00,105466.00,2119719.00,0.00,36606.00,258052.00,0.00
曜越,1150904,3540,520656.00,,56313.00,,2,115,0.00,,,1914782.00,1975540.00,0.00,24.65,2913788.00,4812088.00,886288.00,3711075.00,512283.00,5625857.00,-60758.00,797287.00,813769.00,7700141.00
西柏,1150904,3541,-36557.00,0.00,-25761.00,,2,115,-41290.00,0.00,,726565.00,726565.00,618000.00,13.04,1034231.00,1615927.00,563491.00,1526970.00,266682.00,2253535.00,,492739.00,637608.00,0.00
宇峻,1150904,3546,672169.00,,20039.00,,2,115,,,,1574867.00,1574867.00,0.00,26.95,591742.00,1609030.00,613489.00,941216.00,269170.00,2516083.00,,349474.00,907053.00,0.00
兆利,1150904,3548,3086849.00,,267103.00,,2,115,,,,6185758.00,6185758.00,0.00,91.31,4085023.00,7886282.00,677442.00,5843191.00,2154364.00,12028949.00,,1758168.00,4142667.00,0.00
世禾,1150904,3551,3614951.00,,31479.00,,2,115,-31330.00,0.00,,5003880.00,5003880.00,538000.00,81.05,1034553.00,3344567.00,622749.00,1527204.00,766031.00,6531084.00,,492651.00,3186517.00,0.00
同致,1150904,3552,2648059.00,,-161721.00,,2,115,,0.00,,4403796.00,4403796.00,0.00,44.97,5555605.00,8012612.00,979183.00,7396957.00,938275.00,11800753.00,,1841352.00,3788141.00,0.00
博士旺,1150904,3555,213051.00,,-731.00,,2,115,,0.00,,837747.00,827467.00,0.00,20.69,142575.00,851542.00,399988.00,146776.00,215159.00,984523.00,10280.00,4201.00,132981.00,0.00
禾瑞亞,1150904,3556,549515.00,,302.00,,2,115,,,,1248803.00,1206688.00,0.00,18.94,450608.00,1605826.00,637029.00,469193.00,19842.00,1717996.00,42115.00,18585.00,112170.00,0.00
神準,1150904,3558,3577637.00,,-75528.00,,2,115,,0.00,,6279486.00,5978997.00,0.00,101.23,7293521.00,9276055.00,590609.00,8207436.00,1886279.00,14486922.00,300489.00,913915.00,5210867.00,0.00
其陽,1150904,3564,223693.00,,18703.00,,2,115,,0.00,,1382600.00,1382600.00,0.00,23.39,1621331.00,2512195.00,591231.00,2127792.00,548973.00,3510392.00,,506461.00,998197.00,0.00
逸昌,1150904,3567,170846.00,,-5312.00,,2,115,,,,556361.00,,0.00,16.39,65095.00,241267.00,339540.00,73476.00,51287.00,629837.00,,8381.00,388570.00,0.00
大塚,1150904,3570,827387.00,,641.00,,2,115,,,,1067811.00,1067811.00,0.00,62.46,607017.00,1533230.00,170970.00,716662.00,68813.00,1784473.00,,109645.00,251243.00,0.00
泓格,1150904,3577,759968.00,,5363.00,,2,115,,0.00,,1473618.00,1473618.00,0.00,23.04,544074.00,1225021.00,639657.00,565226.00,68630.00,2038844.00,,21152.00,813823.00,0.00
友威科,1150904,3580,415393.00,,40703.00,,2,115,-1598.00,,,1035423.00,1035423.00,26000.00,26.25,259973.00,870775.00,394707.00,917629.00,186218.00,1953052.00,,657656.00,1082277.00,0.00
博磊,1150904,3581,286295.00,,27573.00,,2,115,,0.00,,1067306.00,905221.00,0.00,17.75,1368554.00,2151185.00,510060.00,1402246.00,81293.00,2469552.00,162085.00,33692.00,318367.00,0.00
閎康,1150904,3587,1975160.00,,178394.00,,2,115,0.00,0.00,,5941112.00,5941112.00,0.00,82.88,2271655.00,5718675.00,716847.00,3846638.00,3070711.00,9787750.00,0.00,1574983.00,4069075.00,0.00
磐儀,1150904,3594,498486.00,,-1766.00,,2,115,-14134.00,,,2645472.00,2281762.00,568000.00,23.92,2526131.00,4284827.00,959484.00,2898166.00,839692.00,5543638.00,363710.00,372035.00,1258811.00,0.00
映興,1150904,3597,138269.00,,-18418.00,,2,115,-5650.00,0.00,,592648.00,592648.00,238000.00,15.20,340250.00,736551.00,392364.00,1056524.00,86083.00,1649172.00,,716274.00,912621.00,0.00
三一東林,1150904,3609,-71976.00,,-32987.00,,2,115,-6626.00,0.00,,446838.00,446838.00,150000.00,11.68,446311.00,731574.00,384194.00,571853.00,174233.00,1018691.00,,125542.00,287117.00,0.00
鼎翰,1150904,3611,4020481.00,,1117783.00,,2,115,,,,6377930.00,6372150.00,0.00,134.00,4343394.00,6406872.00,475546.00,7697705.00,758340.00,14075635.00,5780.00,3354311.00,7668763.00,0.00
安可,1150904,3615,267722.00,,-35858.00,,2,115,,0.00,,2537744.00,2332250.00,0.00,34.06,279386.00,1175908.00,684670.00,577046.00,1415716.00,3114790.00,205494.00,297660.00,1938882.00,0.00
富晶通,1150904,3623,24572.00,,48.00,,2,115,,0.00,,376106.00,,0.00,12.89,77375.00,417633.00,291859.00,90100.00,59627.00,466206.00,,12725.00,48573.00,0.00
光頡,1150904,3624,1647359.00,,22603.00,,2,115,,0.00,,3597730.00,3573491.00,0.00,30.45,919634.00,3226183.00,1173408.00,949578.00,730121.00,4547308.00,24239.00,29944.00,1321125.00,0.00
西勝,1150904,3625,-582264.00,,-38801.00,,2,115,-37228.00,,,519115.00,519115.00,4309000.00,4.72,644126.00,436846.00,1142468.00,1104099.00,34940.00,1623214.00,,459973.00,1186368.00,0.00
盈正,1150904,3628,449259.00,,-9851.00,,2,115,,0.00,,1605316.00,1602756.00,0.00,35.62,2042358.00,2827051.00,450000.00,2169320.00,713348.00,3774636.00,2560.00,126962.00,947585.00,0.00
地心引力,1150904,3629,-272380.00,,-14033.00,,2,115,,,,43135.00,43135.00,0.00,1.31,10614.00,48682.00,329548.00,12491.00,,55626.00,,1877.00,6944.00,0.00
新鉅科,1150904,3630,-1688462.00,,-63539.00,,2,115,,0.00,,2932146.00,2932146.00,0.00,14.36,851965.00,2477365.00,2041919.00,1333496.00,2642228.00,4265642.00,,481531.00,1788277.00,0.00
晟楠,1150904,3631,-28807.00,,16561.00,,2,115,0.00,,,1457321.00,1196376.00,0.00,14.62,353727.00,799200.00,818209.00,1040088.00,390413.00,2497409.00,260945.00,686361.00,1698209.00,0.00
研勤,1150904,3632,-264986.00,,-29939.00,,2,115,,,,127383.00,115780.00,0.00,2.83,102018.00,94533.00,408897.00,215855.00,1808.00,343238.00,11603.00,113837.00,248705.00,0.00
艾恩特,1150904,3646,46835.00,,27472.00,,2,115,,,,482447.00,482447.00,0.00,12.28,524838.00,822822.00,392974.00,567390.00,15166.00,1049837.00,,42552.00,227015.00,0.00
鑫科,1150904,3663,730604.00,,665985.00,,2,115,,,,3747780.00,3233743.00,0.00,29.81,1221193.00,4417513.00,1084940.00,1670826.00,752214.00,5418606.00,514037.00,449633.00,1001093.00,0.00
安瑞-KY,1150904,3664,-1007315.00,,-95575.00,,2,115,,,,99321.00,99321.00,0.00,1.31,424718.00,493518.00,759454.00,516516.00,442757.00,615837.00,0.00,91798.00,122319.00,0.00
光耀,1150904,3666,-342396.00,,-88497.00,,2,115,-103068.00,,,1678601.00,1678601.00,3396000.00,12.38,454922.00,1632913.00,1389499.00,456140.00,823063.00,2134741.00,,1218.00,501828.00,0.00
康聯訊,1150904,3672,-161330.00,,-14939.00,,2,115,0.00,,,292225.00,292076.00,0.00,7.16,206118.00,302059.00,407903.00,245371.00,60442.00,537596.00,149.00,39253.00,235537.00,0.00
德微,1150904,3675,446778.00,,2206.00,,2,115,0.00,,,3326433.00,2938570.00,0.00,55.38,1162914.00,2498329.00,530579.00,1937645.00,1959007.00,5264078.00,387863.00,774731.00,2765749.00,0.00
家登,1150904,3680,2866219.00,,1423331.00,,2,115,,,,14694158.00,12989000.00,0.00,135.08,5012348.00,11719453.00,961550.00,13061655.00,7737900.00,27755813.00,1705158.00,8049307.00,16036360.00,62389.00
榮昌,1150904,3684,287679.00,,413.00,,2,115,,0.00,,707914.00,707914.00,0.00,23.36,397004.00,915181.00,303047.00,752386.00,116775.00,1460300.00,,355382.00,545119.00,0.00
元創精密,1150904,3685,-34161.00,,-28665.00,,2,115,,,,1188606.00,732914.00,0.00,9.21,1013711.00,1392788.00,795740.00,1103033.00,0.00,2291639.00,455692.00,89322.00,898851.00,0.00
歐買尬,1150904,3687,203024.00,,-23786.00,,2,115,,,,4090385.00,1566501.00,0.00,52.00,4726967.00,7253833.00,301241.00,5368868.00,1086022.00,9459253.00,2523884.00,641901.00,2205420.00,0.00
湧德,1150904,3689,2546179.00,,-3874.00,,2,115,,,,5106472.00,4976334.00,0.00,55.60,3626303.00,5796331.00,895088.00,3772849.00,1538941.00,8879321.00,130138.00,146546.00,3082990.00,117824.00
碩禾,1150904,3691,464852.00,,-302594.00,,2,115,,,,7164210.00,6053947.00,0.00,65.89,2490504.00,6126085.00,918834.00,6143143.00,4972855.00,13307353.00,1110263.00,3652639.00,7181268.00,0.00
營邦,1150904,3693,2846040.00,,29972.00,,2,115,,0.00,,5324962.00,5250954.00,0.00,122.14,4208063.00,6906432.00,429907.00,4713117.00,1945035.00,10038079.00,74008.00,505054.00,3131647.00,0.00
漢磊,1150904,3707,-224159.00,,-113275.00,,2,115,,0.00,,11171860.00,8721191.00,0.00,21.78,2360576.00,8309036.00,4004844.00,3671280.00,5053781.00,14843140.00,2450669.00,1310704.00,6534104.00,0.00
鑫聯大投控,1150904,3709,2024980.00,,104698.00,,2,115,,0.00,,4233435.00,4265486.00,0.00,33.97,35590577.00,39747963.00,1255695.00,36008202.00,880113.00,40241637.00,-32051.00,417625.00,493674.00,0.00
連展投控,1150904,3710,-1506051.00,,-355447.00,,2,115,,0.00,,1466434.00,1043278.00,0.00,3.63,5769224.00,4691082.00,2872507.00,6899140.00,32269.00,8365574.00,423156.00,1129916.00,3674492.00,0.00
新晶投控,1150904,3713,-419724.00,,-1182.00,,2,115,,0.00,,700370.00,690347.00,0.00,7.84,553702.00,465798.00,880994.00,2118720.00,230259.00,2819090.00,10023.00,1565018.00,2353292.00,0.00
永日,1150904,4102,89829.00,,55682.00,,2,115,,0.00,,679928.00,599165.00,0.00,14.14,198371.00,359200.00,423735.00,271942.00,29919.00,951870.00,80763.00,73571.00,592670.00,0.00
東洋,1150904,4105,4157726.00,,-6637.00,,2,115,,0.00,,7748626.00,6955426.00,0.00,27.97,3016808.00,6430448.00,2486500.00,4076937.00,317837.00,11825563.00,793200.00,1060129.00,5395115.00,0.00
邦特,1150904,4107,2493934.00,,24082.00,,2,115,,,,3528150.00,3528150.00,0.00,50.91,931180.00,2557794.00,692983.00,1352883.00,317151.00,4881033.00,,421703.00,2323239.00,0.00
加捷生醫,1150904,4109,282578.00,,-96841.00,,2,115,,0.00,,1655620.00,1624941.00,0.00,13.69,153046.00,592258.00,1187367.00,223602.00,251837.00,1879222.00,30679.00,70556.00,1286964.00,0.00
濟生,1150904,4111,756901.00,,-2757.00,,2,115,,,,1401313.00,,0.00,23.42,541650.00,976022.00,598321.00,634639.00,48848.00,2035952.00,,92989.00,1059930.00,0.00
聯上,1150904,4113,558866.00,,0.00,,2,115,,,,4180414.00,,0.00,18.09,11623724.00,15403511.00,2311382.00,12418823.00,1310166.00,16599237.00,,795099.00,1195726.00,0.00
健喬,1150904,4114,899221.00,,-93755.00,,2,115,-217139.00,,,9866536.00,8649684.00,9067799.00,17.26,3471347.00,7052811.00,5504297.00,5408578.00,2557060.00,15275114.00,1216852.00,1937231.00,8222303.00,0.00
明基醫,1150904,4116,364108.00,,-5336.00,,2,115,,,,2273213.00,1102539.00,0.00,24.74,2324157.00,3522625.00,445660.00,3244956.00,298107.00,5518169.00,1170674.00,920799.00,1995544.00,0.00
友華,1150904,4120,3212107.00,,640203.00,,2,115,,,,6338520.00,5228708.00,0.00,60.28,3480149.00,4035955.00,867471.00,5411781.00,508927.00,11750301.00,1109812.00,1931632.00,7714346.00,0.00
優盛,1150904,4121,287866.00,,-28943.00,,2,115,-23251.00,0.00,,1910744.00,1376596.00,2533000.00,17.08,1074151.00,2091217.00,831110.00,2093444.00,309814.00,4004188.00,534148.00,1019293.00,1912971.00,0.00
晟德,1150904,4123,4149948.00,,103851.00,,2,115,-592731.00,,,17155567.00,17155560.00,14692467.00,22.77,2396241.00,4425351.00,8060212.00,6810599.00,5434280.00,23966166.00,7.00,4414358.00,19540815.00,0.00
太醫,1150904,4126,1785561.00,,0.00,,2,115,,,,2856476.00,,0.00,39.35,903830.00,2124422.00,726000.00,1333583.00,344915.00,4190059.00,,429753.00,2065637.00,0.00
天良,1150904,4127,71612.00,,-9962.00,,2,115,,,,519250.00,519250.00,0.00,11.35,704010.00,315843.00,457600.00,704100.00,0.00,1223350.00,,90.00,907507.00,0.00
中天,1150904,4128,-12121.00,,-326756.00,,2,115,,,,10688881.00,9499719.00,0.00,16.15,548126.00,3328781.00,5881706.00,2140934.00,3956890.00,12829815.00,1189162.00,1592808.00,9501034.00,0.00
聯合,1150904,4129,697417.00,,-40146.00,,2,115,,,,4005024.00,3903119.00,0.00,40.47,3295196.00,4710851.00,964376.00,4505750.00,2281472.00,8510774.00,101905.00,1210554.00,3799923.00,0.00
浩泰,1150904,4131,-100334.00,,-38493.00,,2,115,,,,306874.00,286127.00,0.00,7.17,222809.00,253033.00,398790.00,274158.00,26164.00,581032.00,20747.00,51349.00,327999.00,89000.00
曜亞,1150904,4138,434080.00,,115367.00,,2,115,,0.00,,1787182.00,1579518.00,0.00,39.56,851035.00,1847081.00,399300.00,1174152.00,630771.00,2961334.00,207664.00,323117.00,1114253.00,0.00
馬光-KY,1150904,4139,-107480.00,,47824.00,,2,115,,,,437720.00,410544.00,0.00,9.12,511968.00,318511.00,450099.00,866762.00,20101.00,1304482.00,27176.00,354794.00,985971.00,0.00
中裕,1150904,4147,-1360542.00,,-36264.00,,2,115,-134065.00,,,3676483.00,3676483.00,2500000.00,13.58,197618.00,3058367.00,2732024.00,824485.00,2475330.00,4500968.00,,626867.00,1442601.00,0.00
鈺緯,1150904,4153,100448.00,,-6999.00,,2,115,0.00,,,967229.00,967229.00,0.00,16.49,497460.00,1200554.00,586682.00,498702.00,287098.00,1465931.00,,1242.00,265377.00,0.00
樂威科-KY,1150904,4154,-144448.00,,-1800.00,,2,115,,,,250814.00,237652.00,0.00,6.19,62450.00,100810.00,383900.00,144307.00,0.00,395121.00,13162.00,81857.00,294311.00,0.00
太景*-KY,1150904,4157,598718.00,,-49948.00,,2,115,,,,1022206.00,1022206.00,0.00,1.44,31488.00,1002485.00,20767.00,37838.00,452669.00,1060044.00,,6350.00,57559.00,0.00
訊聯基因,1150904,4160,63038.00,,94609.00,,2,115,,0.00,,493665.00,493076.00,0.00,18.47,207636.00,518499.00,280137.00,224197.00,55292.00,717862.00,589.00,16561.00,199363.00,0.00
聿新科,1150904,4161,124910.00,,-22358.00,,2,115,,0.00,,992584.00,988384.00,0.00,16.53,528340.00,989119.00,598081.00,630279.00,287751.00,1622863.00,4200.00,101939.00,633744.00,0.00
智擎,1150904,4162,1970508.00,,0.00,,2,115,-133410.00,0.00,,4909813.00,,2000000.00,34.17,478893.00,5365928.00,1456776.00,512252.00,1615939.00,5422065.00,,33359.00,56137.00,0.00
鐿鈦,1150904,4163,1743968.00,,-50126.00,,2,115,,2500.00,,2761647.00,2703682.00,0.00,53.35,1157009.00,2194995.00,506771.00,1999535.00,503069.00,4761182.00,57965.00,842526.00,2566187.00,0.00
友霖,1150904,4166,96153.00,,3483.00,,2,115,,,,2658029.00,2658029.00,0.00,10.94,172799.00,1277643.00,2430351.00,353900.00,128042.00,3011929.00,,181101.00,1734286.00,0.00
松瑞藥,1150904,4167,944779.00,,989.00,,2,115,0.00,,,4394877.00,4394057.00,0.00,14.15,585223.00,3647274.00,3315543.00,768964.00,132746.00,5163841.00,820.00,183741.00,1516567.00,0.00
醣聯,1150904,4168,-262865.00,,-11613.00,,2,115,,0.00,,850735.00,850735.00,0.00,7.56,57488.00,600713.00,1125213.00,540595.00,0.00,1391330.00,,483107.00,790617.00,0.00
瑞基,1150904,4171,-126577.00,,-6099.00,,2,115,-25733.00,0.00,,581479.00,572702.00,1200000.00,10.07,198907.00,479207.00,580575.00,276640.00,150536.00,858119.00,8777.00,77733.00,378912.00,0.00
久裕,1150904,4173,220482.00,,267955.00,,2,115,,0.00,,1890696.00,1890696.00,0.00,25.35,3151360.00,4475339.00,745744.00,3287437.00,656515.00,5178133.00,,136077.00,702794.00,0.00
浩鼎,1150904,4174,-9254107.00,,-11352.00,,2,115,0.00,0.00,,2194382.00,1487479.00,0.00,11.30,227177.00,841455.00,1315797.00,495559.00,9437141.00,2689941.00,706903.00,268382.00,1848486.00,0.00
杏一,1150904,4175,326743.00,,9954.00,,2,115,,,,1529809.00,1524888.00,0.00,36.03,2853000.00,2312808.00,423233.00,5777313.00,764958.00,7307122.00,4921.00,2924313.00,4994314.00,0.00
福永生技,1150904,4183,-2250.00,,,,2,115,,,,267350.00,,0.00,11.23,142139.00,326824.00,238000.00,235840.00,31600.00,503190.00,,93701.00,176366.00,0.00
安克,1150904,4188,-281711.00,,21511.00,,2,115,,,,588042.00,515546.00,0.00,8.14,20428.00,377687.00,633329.00,29334.00,142417.00,617376.00,72496.00,8906.00,239689.00,0.00
杏國,1150904,4192,-96129.00,,-36339.00,,2,115,,,,219177.00,219177.00,0.00,6.23,16668.00,192605.00,351645.00,20599.00,0.00,239776.00,,3931.00,47171.00,0.00
欣大健康,1150904,4198,-90965.00,,13158.00,,2,115,,0.00,,252367.00,203998.00,0.00,8.46,88073.00,250609.00,241080.00,101621.00,40725.00,353988.00,48369.00,13548.00,103379.00,0.00
中華食,1150904,4205,1138524.00,,0.00,,2,115,,0.00,,2167005.00,,0.00,22.19,608873.00,1779685.00,976492.00,699066.00,51989.00,2866071.00,,90193.00,1086386.00,0.00
環泰,1150904,4207,967496.00,,-142909.00,,2,115,,,,4070244.00,2889924.00,0.00,14.56,1286174.00,3257436.00,1985380.00,2534988.00,79957.00,6605232.00,1180320.00,1248814.00,3347796.00,0.00
信立,1150904,4303,1856851.00,,4121.00,,2,115,,0.00,,3861182.00,3376903.00,0.00,35.69,887273.00,783529.00,1324474.00,1032861.00,191457.00,4894043.00,484279.00,145588.00,4110514.00,0.00
勝昱,1150904,4304,-461581.00,,162616.00,,2,115,,,,311415.00,311415.00,0.00,5.10,312365.00,303787.00,610380.00,345955.00,,657370.00,,33590.00,353583.00,0.00
世坤,1150904,4305,656628.00,,,,2,115,,0.00,,1206843.00,,0.00,21.94,358954.00,1271809.00,550140.00,362980.00,75.00,1569823.00,,4026.00,298014.00,0.00
東隆興,1150904,4401,1357510.00,,-45959.00,,2,115,,,,2757319.00,2705742.00,0.00,22.05,2193880.00,2592094.00,1226920.00,3002617.00,167271.00,5759936.00,51577.00,808737.00,3167842.00,0.00
郡都開發,1150904,4402,-262653.00,-935.00,157424.00,,2,115,,,,573760.00,574695.00,0.00,8.44,6612.00,191876.00,679918.00,45793.00,6.00,619553.00,0.00,39181.00,427677.00,0.00
新昕纖,1150904,4406,-36476.00,,84424.00,,2,115,0.00,0.00,,607388.00,,0.00,11.70,195401.00,420518.00,519120.00,232298.00,40320.00,839686.00,,36897.00,419168.00,0.00
飛寶企業,1150904,4413,29602.00,,-798.00,,2,115,,,,341951.00,341951.00,0.00,10.92,69613.00,358954.00,313147.00,155391.00,0.00,497342.00,,85778.00,138388.00,0.00
三圓,1150904,4416,477171.00,,-526.00,,2,115,-78340.00,,,1944032.00,1944032.00,671687.00,26.66,6954330.00,11522420.00,735861.00,11513212.00,809866.00,13457244.00,,4558882.00,1934824.00,0.00
金洲,1150904,4417,2490575.00,,-204598.00,,2,115,,,,3576566.00,3165169.00,0.00,37.69,1235330.00,3182290.00,839713.00,1754337.00,39479.00,5330903.00,411397.00,519007.00,2148613.00,0.00
皇家美食,1150904,4419,-1112381.00,,-471.00,,2,115,,,,977648.00,909759.00,0.00,5.38,1209686.00,535467.00,1691631.00,1936366.00,330980.00,2914014.00,67889.00,726680.00,2378547.00,0.00
光明,1150904,4420,820717.00,,-7728.00,0.00,2,115,0.00,0.00,,1420697.00,,0.00,35.12,155912.00,347435.00,404550.00,192009.00,203158.00,1612706.00,,36097.00,1265271.00,0.00
耀億,1150904,4430,550684.00,,-95119.00,,2,115,,0.00,,1752860.00,1752860.00,0.00,31.15,1322329.00,1554170.00,562736.00,1818588.00,734559.00,3571448.00,,496259.00,2017278.00,0.00
銘旺實,1150904,4432,781038.00,,-81195.00,,2,115,,0.00,,1577072.00,1577072.00,0.00,31.17,253711.00,1589401.00,505890.00,268771.00,371339.00,1845843.00,,15060.00,256442.00,0.00
興采,1150904,4433,296248.00,,-11193.00,,2,115,-25914.00,0.00,,1915317.00,1803756.00,860000.00,29.84,2461582.00,1939474.00,612998.00,4563342.00,931617.00,6478659.00,111561.00,2101760.00,4539185.00,0.00
竣邦-KY,1150904,4442,185070.00,,11750.00,,2,115,,,,906451.00,868456.00,0.00,26.85,474405.00,1166819.00,323413.00,551113.00,348223.00,1457564.00,37995.00,76708.00,290745.00,0.00
健信,1150904,4502,-234948.00,,-48647.00,,2,115,-34203.00,0.00,,532418.00,532457.00,2003000.00,9.60,1151572.00,1086015.00,574697.00,1839360.00,275558.00,2371778.00,-39.00,687788.00,1285763.00,0.00
金雨,1150904,4503,97975.00,,6450.00,,2,115,,,,1866926.00,1862186.00,0.00,23.78,158282.00,2042477.00,783133.00,647949.00,974628.00,2514875.00,4740.00,489667.00,472398.00,0.00
崇友,1150904,4506,3929839.00,,-63072.00,,2,115,0.00,0.00,,5700147.00,5700291.00,0.00,32.20,6005237.00,8950341.00,1770120.00,6063691.00,63404.00,11763838.00,-144.00,58454.00,2813497.00,0.00
高鋒,1150904,4510,354858.00,,60775.00,,2,115,,0.00,,2150400.00,1879674.00,0.00,17.25,2319094.00,2637488.00,1089777.00,3422387.00,374264.00,5572787.00,270726.00,1103293.00,2935299.00,0.00
福裕,1150904,4513,-173254.00,,-1898.00,,2,115,,,,1558574.00,1558574.00,0.00,10.84,949699.00,3444225.00,1437619.00,2695932.00,296107.00,4254506.00,,1746233.00,810281.00,0.00
永彰,1150904,4523,969732.00,,-132820.00,,2,115,,0.00,,1886674.00,1823060.00,0.00,28.07,1108489.00,1841320.00,649490.00,1249126.00,336658.00,3135800.00,63614.00,140637.00,1294480.00,0.00
方方土霖,1150904,4527,883860.00,,-63285.00,,2,115,,0.00,,1812421.00,1710715.00,0.00,22.46,1101077.00,2331148.00,761524.00,1290334.00,128616.00,3102755.00,101706.00,189257.00,771607.00,0.00
江興鍛,1150904,4528,1401513.00,,9421.00,,2,115,0.00,0.00,,2269366.00,2269366.00,0.00,26.96,847292.00,1490180.00,841657.00,1324231.00,16775.00,3593597.00,0.00,476939.00,2103417.00,0.00
淳紳,1150904,4529,-547527.00,,-100820.00,,2,115,,,,212544.00,211653.00,0.00,2.50,91939.00,105002.00,845491.00,279157.00,14509.00,491701.00,891.00,187218.00,386699.00,0.00
天意能創,1150904,4530,-11308.00,,-20643.00,,2,115,,,,608332.00,445349.00,0.00,12.44,463410.00,715305.00,357950.00,584450.00,119350.00,1192782.00,162983.00,121040.00,477477.00,0.00
協易機,1150904,4533,864110.00,,-62786.00,,2,115,,,,2570647.00,2570647.00,0.00,16.23,2864007.00,4588113.00,1584341.00,3729098.00,184982.00,6299745.00,,865091.00,1711632.00,0.00
慶騰,1150904,4534,-188743.00,,-23677.00,,2,115,,,,714718.00,714718.00,0.00,8.24,645492.00,997862.00,867889.00,765802.00,59249.00,1480520.00,0.00,120310.00,482658.00,0.00
至興,1150904,4535,1653757.00,,-89138.00,,2,115,0.00,,,2751896.00,2472037.00,0.00,32.67,421869.00,2200104.00,756617.00,444941.00,150801.00,3196837.00,279859.00,23072.00,996733.00,0.00
大詠城,1150904,4538,161934.00,,,,2,115,,0.00,,826621.00,,0.00,13.90,100817.00,469225.00,594696.00,111863.00,69991.00,938484.00,,11046.00,469259.00,0.00
晟田,1150904,4541,239124.00,,,,2,115,,0.00,,1747907.00,,0.00,25.84,1038041.00,2097292.00,676471.00,2315365.00,832312.00,4063272.00,,1277324.00,1965980.00,0.00
科嶠,1150904,4542,133772.00,,48454.00,,2,115,,0.00,,967843.00,960851.00,0.00,27.25,997449.00,1465869.00,352542.00,1110653.00,426083.00,2078496.00,6992.00,113204.00,612627.00,0.00
萬在,1150904,4543,929410.00,,-1577.00,,2,115,,0.00,,1865002.00,1865002.00,0.00,31.20,532365.00,1286066.00,627609.00,811146.00,309560.00,2676148.00,,278781.00,1390082.00,0.00
桓達,1150904,4549,887626.00,,-25314.00,,2,115,,,,1888942.00,1888858.00,0.00,33.14,399504.00,1901483.00,581425.00,945720.00,445121.00,2834662.00,84.00,546216.00,933179.00,0.00
長佳,1150904,4550,456302.00,,-14194.00,,2,115,,,,937344.00,937344.00,0.00,24.77,474926.00,827696.00,378387.00,651953.00,116849.00,1589297.00,,177027.00,761601.00,0.00
橙的,1150904,4554,49091.00,,-6519.00,,2,115,,,,516222.00,516222.00,0.00,19.61,324072.00,716241.00,302766.00,364532.00,170884.00,880754.00,,40460.00,164513.00,0.00
旭然,1150904,4556,138881.00,,-21551.00,,2,115,,0.00,,829560.00,829560.00,0.00,19.61,713289.00,854542.00,423028.00,906166.00,289202.00,1735726.00,,192877.00,881184.00,0.00
寶緯,1150904,4558,166359.00,,,,2,115,,,,900546.00,,0.00,18.01,1174425.00,1680995.00,500000.00,2254275.00,234187.00,3154821.00,,1079850.00,1473826.00,0.00
健椿,1150904,4561,618702.00,,,,2,115,,,,1414454.00,,0.00,24.17,459962.00,1071376.00,585216.00,931813.00,210536.00,2346267.00,,471851.00,1274891.00,0.00
