不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險合約負債,保險合約負債及再保險合約負債,保險合約資產,保險合約資產及再保險合約資產－淨額,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,再保險合約負債,再保險合約資產,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資性不動產,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,按攤銷後成本衡量之金融資產,採用權益法之投資－淨額,放款,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,避險之金融資產,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,-396828,,,,,,6598,ABC-KY,,,6292,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,675503,,,,675503,,0,,6.57,157433,947351,,,,,,,,,1028191,,,414395,,,37848,1089898,,,,,,,,,,,,,,,,256962,142547,0
,,,,16620311,,,,,,6605,帝寶,,,-152780,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,21145623,,,,20625882,,0,,124.39,11970379,15540524,,,,,,,,,1658164,,,12358666,,,2500187,33504289,,,,,,,,,,,,,,,519741,388287,17963765,0
,,,,351714,,,,,,6606,建德工業,,,-24686,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1620693,,,,1575364,,0,,14.28,392295,1052582,,,,,,,,,1103038,,,549327,,,145298,2170020,,,,,,,,,,,,,,,45329,157032,1117438,0
,,,,361480,,,,,,6614,資拓宏宇,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1492128,,,,1492128,,0,,18.50,1823934,2890795,,,,,,,,,806605,,,1901638,,,324043,3393766,,,,,,,,,,,,,,,,77704,502971,0
,,,,434188,,,,,,6625,必應,,,14398,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1701732,,,,1699330,,0,,29.31,1188075,1599446,,,,,,,,,579724,,,1657949,,,671020,3359681,,,,,,,,,,,,,,,2402,469874,1760235,0
,,,,511876,,,,,,6641,基士德-KY,,,-36773,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,1498626,,,,1506856,,0,,41.28,704743,1284077,,,,,,,,,365000,,,742999,,,666753,2241625,,,,,,,,,,,,,,,-8230,38256,957548,0
,,,,-194040,,,,,,6645,金萬林-創,,,360,,,,,,,,,,,,,,,,,1,上市,115,-5144,,,,,0,,,,,,,,,,,,,,,,,,467853,,,,447749,,240000,,7.39,355675,387891,,,,,,,,,608640,,,556505,,,37933,1024358,,,,,,,,,,,,,,,20104,200830,636467,0
,,,,921962,,,,,,6655,科定,,,1131213,,,,,,,,,,,,,,,,,1,上市,115,-186211,,,,,,,,,,,,,,,,,,,,,,,2699161,,,,2693425,,2014000,,34.29,1542338,1653170,,,,,,,,,805718,,,6212397,,,20743,8911558,,,,,,,,,,,,,,,5736,4670059,7258388,0
,,,,-535790,,,,,,6657,華安,,,17,,,,,,,,,,,,,,,,,1,上市,115,-39587,,,,,,,,,,,,,,,,,,,,,,,849073,,,,849073,,900000,,9.66,26610,801869,,,,,,,,,888080,,,34684,,,536353,883757,,,,,,,,,,,,,,,,8074,81888,0
,,,,373239,,,,,,6658,聯策,,,101860,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1455770,,,,1378567,,0,,37.90,1150038,1900161,,,,,,,,,363700,,,1869328,,,539768,3325098,,,,,,,,,,,,,,,77203,719290,1424937,0
,,,,414029,,,,,,6666,羅麗芬-KY,,,45829,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1797236,,,,1764313,,0,,37.23,386264,887322,,,,,,,,,473880,,,445810,,,830575,2243046,,,,,,,,,,,,,,,32923,59546,1355724,0
,,,,-264716,,,,,,6668,中揚光,,,57431,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,2139015,,,,2139015,,0,,19.97,833718,1253334,,,,,,,,,1071161,,,1550388,,,1275139,3689403,,,,,,,,,,,,,,,,716670,2436069,0
,,,,97205206,,,,,,6669,緯穎,,,4160532,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,140164269,,,,140164269,,0,,754.22,257883938,395619318,,,,,,,,,1858408,,,292412129,,,36940123,432576398,,,,,,,,,,,,,,,,34528191,36957080,0
,,,,11666911,,,,,,6670,復盛應用,,,-66136,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,20336166,,,,16864507,,0,,120.99,8031634,20003146,,,,,,,,,1393870,,,10347885,,,3869862,30684051,,,,,,,,,,,,,,,3471659,2316251,10680905,0
,,,,553103,,,,,,6671,三能-KY,,,-65499,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1763147,,,,1744003,,0,,28.71,418162,1186663,,,,,,,,,607500,,,469065,,,648899,2232212,,,,,,,,,,,,,,,19144,50903,1045549,0
,,,,1887693,,,,,,6672,騰輝電子-KY,,,54683,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3713634,,,,3713629,,0,,51.99,1439948,4606299,,,,,,,,,714347,,,2742865,,,1056906,6456499,,,,,,,,,,,,,,,5,1302917,1850200,0
,,,,-146246,,,,,,6674,鋐寶科技,,,-12106,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,844422,,,,844422,,0,,12.32,354517,1071283,,,,,,,,,685507,,,359370,,,317267,1203792,,,,,,,,,,,,,,,,4853,132509,0
,,,,394758,,,,,,6689,伊雲谷,,,96106,,,,,,,,,,,,,,,,,1,上市,115,-9941,,,,,0,,,,,,,,,,,,,,,,,,3245945,,,,3028758,,200000,,44.67,2968224,5211395,,,,,,,,,680000,,,3197443,,,1867835,6443388,,,,,,,,,,,,,,,217187,229219,1231993,0
,,,,2851253,,,,,,6691,洋基工程,,,52755,,,,,,,,,,,,,,,,,1,上市,115,-169116,,,,,,,,,,,,,,,,,,,,,,,5955833,,,,5955833,,890000,,49.39,15975842,21151608,,,,,,,,,1214872,,,16220137,,,2006069,22175970,,,,,,,,,,,,,,,,244295,1024362,0
,,,,-524172,,,,,,6695,芯鼎,,,-4063,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1495056,,,,1495056,,0,,15.50,278687,1361829,,,,,,,,,964777,,,363232,,,1058514,1858288,,,,,,,,,,,,,,,,84545,496459,0
,,,,-128613,,,,,,6698,旭暉應材,,,1850,,,,,,,,,,,,,,,,,1,上市,115,-24187,,,,,0,,,,,,,,,,,,,,,,,,1813272,,,,1073259,,602000,,16.31,942322,1277126,,,,,,,,,663898,,,998034,,,560311,2811306,,,,,,,,,,,,,,,740013,55712,1534180,0
,,,,973249,,,,,,6706,惠特,,,53661,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3762513,,,,3762513,,0,,47.90,1611622,3540957,,,,,,,,,785489,,,3966106,,,1950114,7728619,,,,,,,,,,,,,,,,2354484,4187662,0
,,,,1072226,,,,,,6715,嘉基,,,29173,,,,,,,,,,,,,,,,,1,上市,115,-38604,,,,,,,,,,,,,,,,,,,,,,,3718091,,,,3638428,,324000,,54.47,818763,2720158,,,,,,,,,671149,,,888200,,,1904484,4606291,,,,,,,,,,,,,,,79663,69437,1886133,0
,,,,2778880,,,,,,6719,力智,,,-37108,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,14322320,,,,14322320,,0,,135.78,1017284,14908994,,,,,,,,,1054840,,,2715804,,,10525708,17038124,,,,,,,,,,,,,,,,1698520,2129130,0
,,,,708002,,,,,,6722,輝創,,,-23316,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2687676,,,,2687676,,0,,30.40,1658977,2935970,,,,,,,,,884000,,,2241551,,,1118990,4929227,,,,,,,,,,,,,,,,582574,1993257,0
,,,,-45525,,,,,,6742,澤米,,,12507,,,,,,,,,,,,,,,,,1,上市,115,-40217,,,,,,,,,,,,,,,,,,,,,,,1237798,,,,1237798,,773000,,17.56,385812,1026905,,,,,,,,,712679,,,423370,,,598354,1661168,,,,,,,,,,,,,,,,37558,634263,0
,,,,830404,,,,,,6743,安普新,,,-260482,,,,,,,,,,,,,,,,,1,上市,115,-185294,,,,,,,,,,,,,,,,,,,,,,,2689509,,,,2689509,,2500000,,18.23,5204708,4574864,,,,,,,,,1500000,,,6010605,,,804881,8700114,,,,,,,,,,,,,,,,805897,4125250,0
,,,,2425554,,,,,,6753,龍德造船,,,7705,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,5014378,,,,,,0,,42.77,3773290,6070732,,,,,,,,,1172532,,,5807108,,,1408587,10821486,,,,,,,,,,,,,,,,2033818,4750754,13721
,,,,842276,,,,,,6754,匯僑設計,,,-61236,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,2128127,,,,2128127,,0,,32.24,1814297,3203831,,,,,,,,,660000,,,2022297,,,687087,4150424,,,,,,,,,,,,,,,,208000,946593,0
,,,,561680,,,,,,6756,威鋒電子,,,55265,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,2964299,,,,2923045,,0,,41.76,848091,1744541,,,,,,,,,700192,,,980235,,,1605908,3944534,,,,,,,,,,,,,,,41254,132144,2199993,42000
,,,,2943969,,,,,,6757,台灣虎航,,,3057,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,7543655,,,,,,0,,16.42,11530974,12967760,,,,,,,,,4595300,,,20364319,,,1329,27907974,,,,,,,,,,,,,,,,8833345,14940214,0
,,,,4818005,,,,,,6768,志強-KY,,,151081,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,15530007,,,,15530007,,0,,77.61,5816754,14903339,,,,,,,,,2000951,,,8582686,,,8559970,24112693,,,,,,,,,,,,,,,0,2765932,9209354,0
,,,,26027624,,,,,,6770,力積電,,,-4848,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,96576892,,,,96576892,,0,,22.76,23437313,73060915,,,,,,,,,42438037,,,76101188,,,28116079,172678080,,,,,,,,,,,,,,,,52663875,99617165,0
,,,,312369,,,,,,6771,平和環保-創,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,913556,,,,904320,,0,,29.00,130197,503903,,,,,,,,,311795,,,485496,,,280156,1399052,,,,,,,,,,,,,,,9236,355299,895149,0
,,,,722117,,,,,,6776,展碁國際,,,-10671,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2888945,,,,2643810,,0,,28.87,7981942,8549139,,,,,,,,,915814,,,8448282,,,1016550,11337227,,,,,,,,,,,,,,,245135,466340,2788088,0
,,,,10163573,,,,,,6781,AES-KY,,,1004804,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,18093259,,,,18092505,,0,,211.81,7964587,23244335,,,,,,,,,854188,,,8597389,,,6069940,26690648,,,,,,,,,,,,,,,754,632802,3446313,0
,,,,1899045,,,,,,6782,視陽,,,253311,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,4232355,,,,4213363,,0,,66.88,1785112,2257209,,,,,,,,,630000,,,2055065,,,1431007,6287420,,,,,,,,,,,,,,,18992,269953,4030211,0
,,,,8374906,,,,,,6789,采鈺,,,-94125,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,18923590,,,,,,0,,59.45,2888247,13937054,,,,,,,,,3182991,,,3409148,,,7459818,22332738,,,,,,,,,,,,,,,,520901,8395684,0
,,,,2182601,,,,,,6790,永豐實,,,47589,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,6091587,,,,6091587,,0,,22.80,2379820,4934020,,,,,,,,,2671290,,,4689283,,,1190107,10780870,,,,,,,,,,,,,,,0,2309463,5846850,0
,,,,494235,,,,,,6792,詠業,,,-73764,,,,,,,,,,,,,,,,,1,上市,115,-85925,,,,,,,,,,,,,,,,,,,,,,,1426128,,,,1426128,,1000000,,30.42,473365,1506202,,,,,,,,,478753,,,509836,,,612829,1935964,,,,,,,,,,,,,,,,36471,429762,0
,,,,-743295,,,,,,6794,向榮生技,,,-11740,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,842998,,,,,,0,,13.25,18859,764944,,,,,,,,,636370,,,77100,,,961663,920098,,,,,,,,,,,,,,,,58241,155154,0
,,,,56827,,,,,,6796,晉弘,,,-5509,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,871085,,,,871085,,0,,21.65,439289,1134874,,,,,,,,,402340,,,806242,,,417427,1677327,,,,,,,,,,,,,,,,366953,542453,0
,,,,602355,,,,,,6799,來頡,,,-3209,,,,,,,,,,,,,,,,,1,上市,115,-28425,,,,,59400,,,,,,,,,,,,,,,,,,1591000,,,,1591000,,269000,,36.67,310261,1710624,,,,,,,,,436522,,,313766,,,583757,1904766,,,,,,,,,,,,,,,,3505,194142,0
,,,,4121921,,,,,,6805,富世達,,,276547,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,7422894,,,,7422894,,0,,108.28,8114461,14924697,,,,,,,,,685539,,,8785852,,,2338887,16208746,,,,,,,,,,,,,,,,671391,1284049,0
,,,,743815,,,,,,6807,峰源-KY,,,227118,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2512545,,,,2512545,,0,,46.53,1020947,2199559,,,,,,,,,540000,,,1049027,,,1001612,3561572,,,,,,,,,,,,,,,,28080,1362013,0
,,,,410761,,,,,,6830,汎銓,,,32072,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3231371,,,,3231371,,0,,60.46,1337928,1597883,,,,,,,,,534469,,,3231054,,,2254069,6462425,,,,,,,,,,,,,,,,1893126,4864542,0
,,,,343807,,,,,,6831,邁科,,,25152,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2675683,,,,2675683,,0,,39.64,2191667,3596183,,,,,,,,,675000,,,2438729,,,1631724,5114412,,,,,,,,,,,,,,,,247062,1518229,0
,,,,155373,,,,,,6834,天二科技,,,-35041,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1460718,,,,1460718,,0,,16.51,865895,1334874,,,,,,,,,884711,,,892092,,,455675,2352810,,,,,,,,,,,,,,,,26197,1017936,0
,,,,624659,,,,,,6835,圓裕,,,27803,,,,,,,,,,,,,,,,,1,上市,115,-18444,,,,,,,,,,,,,,,,,,,,,,,1787600,,,,1783677,,444000,,27.14,1313393,3091588,,,,,,,,,661723,,,2355741,,,487936,4143341,,,,,,,,,,,,,,,3923,1042348,1051753,0
,,,,-2251767,,,,,,6838,台新藥,,,-95930,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1441803,,,,1441242,,0,,9.55,129271,1487176,,,,,,,,,1509771,,,588640,,,2279168,2030443,,,,,,,,,,,,,,,561,459369,543267,0
,,,,-6071657,,,,,,6854,錼創科技-KY創,,,264660,,,,,,,,,,,,,,,,,1,上市,115,-96178,,,,,0,,,,,,,,,,,,,,,,,,3636374,,,,3636374,,608000,,31.06,1213447,4106502,,,,,,,,,1176786,,,1798915,,,8362763,5435289,,,,,,,,,,,,,,,,585468,1328787,0
,,,,740963,,,,,,6861,睿生光電,,,-64079,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1548283,,,,1548283,,0,,37.22,1217977,2606591,,,,,,,,,415992,,,1356206,,,455407,2904489,,,,,,,,,,,,,,,,138229,297898,0
,,,,1320353,,,,,,6862,三集瑞-KY,,,34682,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3127933,,,,3127933,,0,,62.56,1363565,3080792,,,,,,,,,500000,,,2438059,,,1272898,5565992,,,,,,,,,,,,,,,,1074494,2485200,0
,,,,1085645,,,,,,6863,永道-KY,,,64594,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,6181348,,,,6180200,,0,,82.53,2474763,5096074,,,,,,,,,748880,,,3582789,,,4281081,9764137,,,,,,,,,,,,,,,1148,1108026,4668063,0
,,,,418317,,,,,,6869,雲豹能源,,,-24063,,,,,,,,,,,,,,,,,1,上市,115,-546273,,,,,0,,,,,,,,,,,,,,,,,,5054287,,,,4402861,,4480000,,33.02,5931441,5566200,,,,,,,,,1378300,,,10657193,,,3176580,15711480,,,,,,,,,,,,,,,651426,4725752,10145280,0
,,,,1718514,,,,,,6873,泓德能源,,,285138,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,12403581,,,,10813089,,0,,75.80,10209727,12615660,,,,,,,,,1426491,,,21554976,,,7382946,33958557,,,,,,,,,,,,,,,1590492,11345249,21342897,0
,,,,-1086466,,,,,,6885,全福生技,,,-13260,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1681058,,,,1593094,,0,,11.98,41113,1123451,,,,,,,,,1330190,,,47111,,,1362630,1728169,,,,,,,,,,,,,,,87964,5998,604718,0
,,,,778239,,,,,,6887,寶綠特-KY,,,99395,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2962752,,,,2962752,,0,,39.96,2061922,3944924,,,,,,,,,741515,,,2160403,,,1343603,5123155,,,,,,,,,,,,,,,,98481,1178231,0
,,,,7230453,,,,,,6890,來億-KY,,,-749307,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,25725201,,,,24727759,,0,,99.15,4046468,21215875,,,,,,,,,2494000,,,9412742,,,15752613,35137943,,,,,,,,,,,,,,,997442,5366274,13922068,0
,,,,-2548704,,,,,,6901,鑽石投資,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,8867383,,,,,,0,,10.40,61616,3753329,,,,,,,,,8528600,,,124302,,,2887487,8991685,,,,,,,,,,,,,,,,62686,5238356,0
,,,,-21508,,,,,,6902,GOGOLOOK,,,651,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,757129,,,,757129,,0,,21.41,463883,1078196,,,,,,,,,353589,,,573834,,,424397,1330963,,,,,,,,,,,,,,,,109951,252767,0
,,,,129234,,,,,,6906,現觀科,,,3694,,,,,,,,,,,,,,,,,1,上市,115,-181485,,,,,0,,,,,,,,,,,,,,,,,,748042,,,,748042,,1300000,,23.20,235665,973521,,,,,,,,,335374,,,244741,,,461225,992783,,,,,,,,,,,,,,,,9076,19262,0
,,,,35992,,,,,,6908,宏碁遊戲-創,0,,34317,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1998292,,,,1267505,,0,,34.09,1324811,2169118,,,,,,,,,371800,,,1556612,,,825396,3554904,,,,,,,,,,,,,,,730787,231801,1385786,0
,,,,113389,,,,,,6909,創控,,,-7190,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1012103,,,,,,0,,15.06,204063,1107946,,,,,,,,,672222,,,224217,,,233682,1236320,,,,,,,,,,,,,,,,20154,128374,0
,,,,1148950,,,,,,6914,阜爾運通,,,1126,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3452477,,,,3452477,,0,,52.13,3075526,2260924,,,,,,,,,662260,,,7614684,,,1640141,11067161,,,,,,,,,,,,,,,,4539158,8806237,0
,,,,134194,,,,,,6916,華凌,,,30467,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1031374,,,,1025964,,0,,15.20,1147511,1265931,,,,,,,,,675000,,,1450378,,,186303,2481752,,,,,,,,,,,,,,,5410,302867,1215821,0
,,,,275756,,,,,,6918,愛派司,,,13910,,,,,,,,,,,,,,,,,1,上市,115,-43937,,,,,0,,,,,,,,,,,,,,,,,,1143698,,,,1140743,,500000,,33.48,380831,1203027,,,,,,,,,345710,,,542764,,,549304,1686462,,,,,,,,,,,,,,,2955,161933,483435,0
,,,,-27712,,,,,,6919,康霈*,,,-525356,,,,,,,,,,,,,,,,,1,上市,115,-130521,,,,,0,,,,,,,,,,,,,,,,,,9362838,,,,9362838,,901000,,6.02,111245,5029205,,,,,,,,,778634,,,173792,,,9267793,9536630,,,,,,,,,,,,,,,,62547,4507425,0
,,,,-81694,,,,,,6921,嘉雨思-創,,,0,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,279701,,,,,,0,,8.79,15212,170459,,,,,,,,,318369,,,15212,,,43026,294913,,,,,,,,,,,,,,,,,124454,0
,,,,584695,,,,,,6923,中台,,,-52946,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,2714319,,,,2714319,,0,,29.67,540659,536927,,,,,,,,,914880,,,1464869,,,1267690,4179188,,,,,,,,,,,,,,,,924210,3642261,0
,,,,152793,,,,,,6924,榮惠-KY創,,,15746,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,519381,,,,519381,,0,,25.18,693313,1163404,,,,,,,,,206240,,,714916,,,144602,1234297,,,,,,,,,,,,,,,,21603,70893,0
,,,,45647,,,,,,6928,攸泰科技,,,27776,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2040041,,,,2040041,,0,,23.72,477170,2199785,,,,,,,,,860000,,,544642,,,1106618,2584683,,,,,,,,,,,,,,,,67472,384898,0
,,,,105863,,,,,,6931,青松健康,,,141,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1186808,,,,1159648,,0,,17.53,256770,937071,,,,,,,,,661522,,,1436214,,,392122,2623022,,,,,,,,,,,,,,,27160,1179444,1685951,0
,,,,528629,,,,,,6933,AMAX-KY,,,40984,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2389003,,,,2389003,,0,,56.36,2858081,5046947,,,,,,,,,423848,,,3014996,,,1395542,5403999,,,,,,,,,,,,,,,,156915,357052,0
,,,,-714199,,,,,,6934,心誠鎂,,,229,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,571689,,,,571689,,0,,15.89,48275,534649,,,,,,,,,359728,,,137947,,,925931,709636,,,,,,,,,,,,,,,,89672,174987,0
,,,,485042,,,,,,6936,永鴻生技,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1395976,,,,,,0,,19.17,301849,1060242,,,,,,,,,728040,,,319761,,,182894,1715737,,,,,,,,,,,,,,,,17912,655495,0
,,,,1105932,,,,,,6937,天虹,,,2937,,,,,,,,,,,,,,,,,1,上市,115,-31962,,,,,0,,,,,,,,,,,,,,,,,,3478473,,,,3432531,,180000,,50.87,819804,2979355,,,,,,,,,676553,,,1044661,,,1679071,4523134,,,,,,,,,,,,,,,45942,224857,1543779,0
,,,,4869825,,,,,,6944,兆聯實業,,,53901,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,8859832,,,,8859832,,0,,115.53,8305817,14742669,,,,,,,,,766879,,,8758959,,,3169227,17618791,,,,,,,,,,,,,,,,453142,2876122,0
,,,,527121,,,,,,6947,台鎔科技,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,2247121,,,,2247121,,0,,23.82,1188247,740009,,,,,,,,,943333,,,5323545,,,776667,7570666,,,,,,,,,,,,,,,,4135298,6830657,0
,,,,-1707783,,,,,,6949,沛爾生醫*-創,,,-22,,,,,,,,,,,,,,,,,1,上市,115,-600,,,,,0,,,,,,,,,,,,,,,,,,2922074,,,,2660599,,30000,,40.59,259818,2495035,,,,,,,,,662476,,,368950,,,3706528,3291024,,,,,,,,,,,,,,,261475,109132,795989,667500
,,,,217493,,,,,,6951,青新-創,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1034188,,,,1034188,,0,,22.48,631705,761922,,,,,,,,,460000,,,659340,,,356695,1693528,,,,,,,,,,,,,,,,27635,931606,0
,,,,347989,,,,,,6952,大武山,0,,,,,,,,,,,,,,,,,,,1,上市,115,-49013,,,,,0,,,,,,,,,,,,,,,,,,1791053,,,,1449536,,1000000,,21.52,1099448,666816,,,,,,,,,683450,,,1979405,,,467110,3770458,,,,,,,,,,,,,,,341517,879957,3103642,0
,,,,110609,,,,,,6955,邦睿生技-創,,,-85,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,628274,,,,628274,,0,,25.33,95428,649126,,,,,,,,,248008,,,98435,,,269742,726709,,,,,,,,,,,,,,,,3007,77583,0
,,,,522216,,,,,,6957,裕慶-KY,,,54062,,,,,,,,,,,,,,,,,1,上市,115,-120160,,,,,,,,,,,,,,,,,,,,,,,2360460,,,,2276693,,684000,,41.52,1395803,2765058,,,,,,,,,555130,,,3045045,,,1265445,5405505,,,,,,,,,,,,,,,83767,1649242,2640447,0
,,,,-36365,,,,,,6958,日盛台駿,,,193412,,,,,,,,,,,,,,,,,1,上市,115,-10685,,,,,,,,,,,,,,,,,,,,,,,10588403,,,,10416260,,623000,,23.53,53587416,49118526,,,,,,,,,4432894,,,64150483,,,5837004,74738886,,,,,,,,,,,,,,,172143,10563067,25620360,0
