CompanyName,Date,Season,SecuritiesCompanyCode,Year,停業單位損益,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,已實現銷貨（損）益,所得稅費用（利益）,未實現銷貨（損）益,本期淨利（淨損）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益（損失）,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
威潤,1150904,2,6465,115,,,-130.00,,,,1.80,,2274.00,,84733.00,84603.00,,84733.00,,49993.00,37014.00,31125.00,155686.00,124561.00,124561.00,74568.00,,87007.00,,84603.00,,84733.00
大樹,1150904,2,6469,115,,,-12640.00,,,,1.57,,39339.00,,222413.00,209773.00,,235569.00,-13156.00,224111.00,37641.00,6879891.00,9578011.00,2698120.00,2698120.00,2474009.00,,261752.00,,220811.00,-11038.00,222413.00
宇智,1150904,2,6470,115,,,2161.00,,,,1.06,,-9709.00,,40087.00,42248.00,,40087.00,,3700.00,26678.00,470770.00,565325.00,94555.00,94555.00,90855.00,,30378.00,,42248.00,,40087.00
華豫寧,1150904,2,6474,115,,,16001.00,,,,2.05,,23169.00,,107548.00,123549.00,,107548.00,,123249.00,7468.00,1708751.00,2172752.00,464001.00,464001.00,340752.00,,130717.00,,123549.00,,107548.00
弘煜科,1150904,2,6482,115,,,-1524.00,,,,0.47,,8329.00,,13603.00,12079.00,,13383.00,220.00,20732.00,1200.00,2502.00,188864.00,186362.00,186362.00,165630.00,,21932.00,,11961.00,118.00,13603.00
點序,1150904,2,6485,115,,,,,,,-0.70,,-1921.00,,-32220.00,-32220.00,,-32220.00,,-50392.00,16251.00,279104.00,633586.00,354482.00,354482.00,404874.00,,-34141.00,,-32220.00,,-32220.00
互動,1150904,2,6486,115,,,399.00,,,,1.05,,17503.00,,50734.00,51133.00,,53201.00,-2467.00,59335.00,8902.00,747521.00,1036087.00,288566.00,288566.00,229231.00,,68237.00,,53600.00,-2467.00,50734.00
環球晶,1150904,2,6488,115,,,475744.00,,,,11.87,,1256685.00,,5674943.00,6150687.00,,5674905.00,38.00,2898184.00,4033444.00,23145169.00,29199108.00,6053939.00,6053939.00,3155755.00,,6931628.00,,6150799.00,-112.00,5674943.00
生華科,1150904,2,6492,115,,,831.00,,,,-1.67,,0.00,,-149331.00,-148500.00,,-149331.00,,-153719.00,4388.00,210.00,480.00,270.00,270.00,153989.00,,-149331.00,,-148500.00,,-149331.00
九齊,1150904,2,6494,115,,,2294.00,,,,1.98,,14483.00,,62620.00,64914.00,,62620.00,,64120.00,12983.00,587850.00,827370.00,239520.00,239520.00,175400.00,,77103.00,,64914.00,,62620.00
科懋,1150904,2,6496,115,,,-6880.00,,,,-2.41,,3210.00,,-112203.00,-119083.00,,-112203.00,,-115223.00,6230.00,279093.00,450547.00,171454.00,171454.00,286677.00,,-108993.00,,-119083.00,,-112203.00
久禾光,1150904,2,6498,115,,,26824.00,,,,3.60,,60023.00,,169866.00,196690.00,,169866.00,,210589.00,19300.00,399429.00,723777.00,324348.00,324348.00,113759.00,,229889.00,,196690.00,,169866.00
益安,1150904,2,6499,115,,,4398.00,,,,-2.54,,23.00,,-273892.00,-269494.00,,-246623.00,-27269.00,-271616.00,-2253.00,191630.00,220900.00,29270.00,29270.00,300886.00,,-273869.00,,-242449.00,-27045.00,-273892.00
雙邦,1150904,2,6506,115,,,0.00,,,,0.94,,24843.00,,99398.00,99398.00,,77761.00,21637.00,124196.00,45.00,889297.00,1117038.00,227741.00,227741.00,103545.00,,124241.00,,77761.00,21637.00,99398.00
惠光,1150904,2,6508,115,,2921.00,9218.00,,,,0.88,,21232.00,,75834.00,85052.00,,75834.00,,68246.00,28820.00,678035.00,908396.00,230361.00,230361.00,165036.00,,97066.00,,85052.00,,75834.00
聚和,1150904,2,6509,115,,,154488.00,,,,2.16,,147395.00,,424343.00,578831.00,,424343.00,,581408.00,-9670.00,1747789.00,2716632.00,968843.00,968843.00,387435.00,,571738.00,,578831.00,,424343.00
精測,1150904,2,6510,115,,-9.00,78981.00,,,,25.45,,182771.00,,831383.00,910364.00,,835797.00,-4414.00,966915.00,47239.00,1283359.00,2996984.00,1713625.00,1713625.00,746701.00,,1014154.00,,914778.00,-4414.00,831383.00
啟發電,1150904,2,6512,115,,,,,,,-0.91,,31.00,,-22950.00,-22950.00,,-22950.00,,-25345.00,2426.00,39081.00,51384.00,12303.00,12303.00,37648.00,,-22919.00,,-22950.00,,-22950.00
勤崴國際,1150904,2,6516,115,,-13.00,-8936.00,,,,1.32,,9853.00,,73617.00,64681.00,,,,53862.00,29608.00,166834.00,325774.00,158940.00,158940.00,105065.00,,83470.00,,,,73617.00
保勝光學,1150904,2,6517,115,,,,,,,1.11,,8184.00,,34018.00,34018.00,,34018.00,,27607.00,14595.00,139132.00,217657.00,78525.00,78525.00,50918.00,,42202.00,,34018.00,,34018.00
達爾膚,1150904,2,6523,115,,,,,,,2.20,,37495.00,,99232.00,99232.00,,99232.00,,116049.00,20678.00,165690.00,479218.00,313528.00,313528.00,197479.00,,136727.00,,99232.00,,99232.00
明達醫,1150904,2,6527,115,,,243.00,,,,3.01,,10348.00,,76168.00,76411.00,,76168.00,,83584.00,2932.00,243132.00,406087.00,162955.00,162955.00,79371.00,,86516.00,,76411.00,,76168.00
創威,1150904,2,6530,115,,,,,,,1.29,,10778.00,,43476.00,43476.00,,,,50808.00,3446.00,98479.00,186751.00,88272.00,88272.00,37464.00,,54254.00,,,,43476.00
瑞耘,1150904,2,6532,115,,,-243.00,,,,2.01,,24409.00,,75318.00,75075.00,,75318.00,,91369.00,8358.00,220044.00,362994.00,142950.00,142950.00,51581.00,,99727.00,,75075.00,,75318.00
順藥,1150904,2,6535,115,,,53.00,,,,-1.70,,0.00,,-284027.00,-283974.00,,-281619.00,-2408.00,-187521.00,-96506.00,6176.00,9612.00,3436.00,3436.00,190957.00,,-284027.00,,-281566.00,-2408.00,-284027.00
倉和,1150904,2,6538,115,,,35481.00,,,,2.10,,29842.00,,77587.00,113068.00,,77587.00,,95914.00,11515.00,415775.00,692622.00,276847.00,276847.00,180933.00,,107429.00,,113068.00,,77587.00
隆中,1150904,2,6542,115,,,2069.00,,,,0.28,,9617.00,,11774.00,13843.00,,11754.00,20.00,5374.00,16017.00,102382.00,507915.00,405533.00,405533.00,400159.00,,21391.00,,13719.00,124.00,11774.00
正基,1150904,2,6546,115,,,101168.00,,,,2.06,,27678.00,,139713.00,240881.00,,137875.00,1838.00,136800.00,30591.00,793086.00,1097157.00,304071.00,304071.00,167271.00,,167391.00,,239043.00,1838.00,139713.00
高端疫苗,1150904,2,6547,115,,0.00,-20419.00,,,,-0.02,,0.00,,-5989.00,-26408.00,,-5989.00,,-10530.00,4541.00,47994.00,220979.00,172985.00,172985.00,183515.00,,-5989.00,,-26408.00,,-5989.00
長科*,1150904,2,6548,115,,,1679891.00,,,,1.22,,278160.00,,1159326.00,2839217.00,,1124631.00,34695.00,1144058.00,293428.00,6209360.00,7986931.00,1777571.00,1777571.00,633513.00,,1437486.00,,2734354.00,104863.00,1159326.00
勝品,1150904,2,6556,115,,,455.00,,,,4.02,,30751.00,,120152.00,120607.00,,115574.00,4578.00,144132.00,6771.00,500482.00,756040.00,255558.00,255558.00,111426.00,,150903.00,,115759.00,4848.00,120152.00
欣普羅,1150904,2,6560,115,,,,,,,0.37,,3092.00,,11984.00,11984.00,,,,539.00,14537.00,88806.00,136888.00,48082.00,48082.00,47543.00,,15076.00,,,,11984.00
是方,1150904,2,6561,115,,422.00,490.00,,,,7.57,,151278.00,,586926.00,587416.00,,585273.00,1653.00,754222.00,-16018.00,1042389.00,2025956.00,983567.00,983567.00,229767.00,,738204.00,,585419.00,1997.00,586926.00
宏觀,1150904,2,6568,115,,,671.00,,,,2.48,,21723.00,617.00,75850.00,76521.00,,75850.00,,88203.00,9370.00,411055.00,658711.00,247656.00,247039.00,158836.00,,97573.00,,76521.00,,75850.00
醫揚,1150904,2,6569,115,,,-15522.00,,,,2.64,,13365.00,,103060.00,87538.00,,103060.00,0.00,46383.00,70042.00,546160.00,806545.00,260385.00,260385.00,214002.00,,116425.00,,87538.00,0.00,103060.00
維田,1150904,2,6570,115,,,6431.00,,,,1.73,,15902.00,,64182.00,70613.00,,64182.00,,79624.00,460.00,341205.00,550358.00,209153.00,209153.00,129529.00,,80084.00,,70613.00,,64182.00
霈方,1150904,2,6574,115,,,41297.00,,,,9.07,,37090.00,,199554.00,240851.00,,199554.00,,169252.00,67392.00,184487.00,414605.00,230118.00,230118.00,60866.00,,236644.00,,240851.00,,199554.00
逸達,1150904,2,6576,115,,,3114.00,,,,1.80,,37347.00,,283143.00,286257.00,,283143.00,,-241690.00,562180.00,83042.00,261961.00,178919.00,178919.00,420609.00,,320490.00,,286257.00,,283143.00
勁豐,1150904,2,6577,115,,,2697.00,,,,3.52,,43800.00,,211127.00,213824.00,,211127.00,,196244.00,58683.00,693564.00,1053361.00,359797.00,359797.00,163553.00,,254927.00,,213824.00,,211127.00
達邦蛋白,1150904,2,6578,115,,,5295.00,,,,0.20,,3075.00,,14742.00,20037.00,,14742.00,,10806.00,7011.00,143566.00,189575.00,46009.00,46009.00,35203.00,,17817.00,,20037.00,,14742.00
南俊國際,1150904,2,6584,115,,,5834.00,,,,6.47,,112831.00,,454363.00,460197.00,,454363.00,,506791.00,60403.00,999165.00,1713269.00,714104.00,714104.00,207313.00,,567194.00,,460197.00,,454363.00
東典光電,1150904,2,6588,115,,,7177.00,,,,0.27,,13.00,,8306.00,15483.00,,9210.00,-904.00,8999.00,-680.00,128741.00,183757.00,55016.00,55016.00,46017.00,,8319.00,,16387.00,-904.00,8306.00
普鴻,1150904,2,6590,115,,,45.00,,,,2.50,,10855.00,,67775.00,67820.00,,61512.00,6263.00,56689.00,21941.00,215605.00,370464.00,154859.00,154859.00,98170.00,,78630.00,,61557.00,6263.00,67775.00
台灣銘板,1150904,2,6593,115,,,11.00,,,,-1.30,,-6641.00,,-41634.00,-41623.00,,-41485.00,-149.00,-24563.00,-23712.00,183495.00,240881.00,57386.00,57386.00,81949.00,,-48275.00,,-41475.00,-148.00,-41634.00
寬宏藝術,1150904,2,6596,115,0.00,0.00,-85.00,,,,7.37,,69430.00,,280047.00,279962.00,,280047.00,,331615.00,17862.00,879200.00,1322418.00,443218.00,443218.00,111603.00,,349477.00,,279962.00,,280047.00
立誠,1150904,2,6597,115,,,,,,,-0.48,,-4812.00,,-14066.00,-14066.00,,,,-16023.00,-2855.00,255985.00,307148.00,51163.00,51163.00,67186.00,,-18878.00,,,,-14066.00
富強鑫,1150904,2,6603,115,,,108617.00,,,,0.14,,21130.00,,25305.00,133922.00,,23840.00,1465.00,46541.00,-106.00,1691492.00,2255371.00,563879.00,563879.00,517338.00,,46435.00,,122400.00,11522.00,25305.00
瀧澤科,1150904,2,6609,115,,,16000.00,,,,0.12,,19532.00,,9037.00,25037.00,,9037.00,,7927.00,20642.00,951017.00,1154898.00,203881.00,203881.00,195954.00,,28569.00,,25037.00,,9037.00
奈米醫材,1150904,2,6612,115,,,25941.00,,,,1.53,,45447.00,,37645.00,63586.00,,72635.00,-34990.00,73194.00,9898.00,298433.00,646276.00,347843.00,347843.00,274649.00,,83092.00,,96723.00,-33137.00,37645.00
朋億*,1150904,2,6613,115,,,964741.00,,,,8.51,,214663.00,,795672.00,1760413.00,,661975.00,133697.00,969813.00,40522.00,4469207.00,6128443.00,1659236.00,1659236.00,689423.00,,1010335.00,,1603086.00,157327.00,795672.00
慧智,1150904,2,6615,115,,,79.00,,,,0.92,,309.00,,19912.00,19991.00,,19933.00,-21.00,-4263.00,24484.00,137086.00,190106.00,53020.00,53020.00,57283.00,,20221.00,,20002.00,-11.00,19912.00
特昇-KY,1150904,2,6616,115,,,5702.00,,,,-0.93,,53.00,,-32655.00,-26953.00,,-32548.00,-107.00,-34146.00,1544.00,361674.00,393350.00,31676.00,31676.00,65822.00,,-32602.00,,-26817.00,-136.00,-32655.00
共信-KY,1150904,2,6617,115,,,11129.00,,,,-0.67,,-34.00,,-89857.00,-78728.00,,-81969.00,-7888.00,-115499.00,25608.00,9827.00,22152.00,12325.00,12325.00,127824.00,,-89891.00,,-70119.00,-8609.00,-89857.00
漢達,1150904,2,6620,115,,,26048.00,,,,0.65,,50180.00,,107860.00,133908.00,,107860.00,,107030.00,51010.00,82032.00,421566.00,339534.00,339534.00,232504.00,,158040.00,,133908.00,,107860.00
萬年清,1150904,2,6624,115,,,-27.00,,,,0.01,,1016.00,,486.00,459.00,,154.00,332.00,-2783.00,4285.00,156140.00,188533.00,32393.00,32393.00,35176.00,,1502.00,,125.00,334.00,486.00
泰金-KY,1150904,2,6629,115,,,-57966.00,,,,6.46,,41641.00,,247686.00,189720.00,,247719.00,-33.00,252715.00,36612.00,1040204.00,1350368.00,310164.00,310164.00,57449.00,,289327.00,,189803.00,-83.00,247686.00
醫影,1150904,2,6637,115,,,4706.00,,,,2.60,,16234.00,,69600.00,74306.00,,69600.00,,87259.00,-1425.00,378395.00,520520.00,142125.00,142125.00,54866.00,,85834.00,,74306.00,,69600.00
均華,1150904,2,6640,115,,,2769277.00,,,,9.52,,66077.00,,270136.00,3039413.00,,270136.00,0.00,318865.00,17348.00,939294.00,1651841.00,712547.00,712547.00,393682.00,,336213.00,,3039413.00,0.00,270136.00
富致,1150904,2,6642,115,,,-2948.00,,,,2.28,,9735.00,,85157.00,82209.00,,85157.00,,86633.00,8259.00,155832.00,321278.00,165446.00,165446.00,78813.00,,94892.00,,82209.00,,85157.00
M31,1150904,2,6643,115,,,797.00,,,,-1.24,,1128.00,,-51985.00,-51188.00,,-51985.00,,-83102.00,32245.00,,816598.00,816598.00,816598.00,899700.00,,-50857.00,,-51188.00,,-51985.00
台生材,1150904,2,6649,115,,,,,,,0.02,,0.00,,760.00,760.00,,,,-6905.00,7665.00,29342.00,63341.00,33999.00,33999.00,40904.00,,760.00,,,,760.00
全宇昕,1150904,2,6651,115,,1544.00,,,,,5.08,,40807.00,,175764.00,175764.00,,,,202982.00,13589.00,542752.00,862935.00,320183.00,320183.00,118745.00,,216571.00,,,,175764.00
天正國際,1150904,2,6654,115,,,138724.00,,,,1.27,,-61725.00,,50087.00,188811.00,,52135.00,-2048.00,-18882.00,7244.00,264407.00,327659.00,63252.00,63252.00,82134.00,,-11638.00,,190859.00,-2048.00,50087.00
威健生技,1150904,2,6661,115,,,-164.00,,,,-0.34,,19.00,,-8106.00,-8270.00,,-7995.00,-111.00,-7329.00,-758.00,111248.00,190976.00,79728.00,79728.00,87057.00,,-8087.00,,-8159.00,-111.00,-8106.00
樂斯科,1150904,2,6662,115,,,-6325.00,,,,0.62,,3953.00,,15754.00,9429.00,,,,17557.00,2150.00,79466.00,125527.00,46061.00,46061.00,28504.00,,19707.00,,,,15754.00
群翊,1150904,2,6664,115,,,18249.00,,,,7.29,,118735.00,,444138.00,462387.00,,444138.00,,469786.00,93087.00,707390.00,1380757.00,673367.00,673367.00,203581.00,,562873.00,,462387.00,,444138.00
信紘科,1150904,2,6667,115,,,-199.00,,,,7.70,,94035.00,,372763.00,372564.00,,379278.00,-6515.00,355054.00,111744.00,2470535.00,3219118.00,748583.00,748583.00,393529.00,,466798.00,,379080.00,-6516.00,372763.00
鈺太,1150904,2,6679,115,,,648949.00,,,,6.34,,50186.00,,337736.00,986685.00,,337736.00,,264292.00,123630.00,527530.00,1084310.00,556780.00,556780.00,292488.00,,387922.00,,986685.00,,337736.00
鑫創電子,1150904,2,6680,115,,,154.00,,,,0.08,,496.00,,1960.00,2114.00,,1960.00,,4676.00,-2220.00,192724.00,293407.00,100683.00,100683.00,96007.00,,2456.00,,2114.00,,1960.00
雍智科技,1150904,2,6683,115,,,7017.00,,,,12.24,,87858.00,,333285.00,340302.00,,333285.00,,379475.00,41668.00,660649.00,1316245.00,655596.00,655596.00,276121.00,,421143.00,,340302.00,,333285.00
安格,1150904,2,6684,115,,,-68169.00,,,,0.00,,586.00,,-1059.00,-69228.00,,90.00,-1149.00,-9339.00,8866.00,65058.00,157788.00,92730.00,92730.00,102069.00,,-473.00,,-68079.00,-1149.00,-1059.00
安碁資訊,1150904,2,6690,115,,,1465.00,,,,5.10,,37412.00,,152995.00,154460.00,,152995.00,,182136.00,8271.00,783955.00,1284281.00,500326.00,500326.00,318190.00,,190407.00,,154460.00,,152995.00
進能服,1150904,2,6692,115,,,,,,,-1.16,,-24909.00,,-67871.00,-67871.00,0.00,-67897.00,26.00,-123582.00,30802.00,398161.00,366418.00,-31743.00,-31743.00,91839.00,,-92780.00,0.00,-67897.00,26.00,-67871.00
廣閎科,1150904,2,6693,115,,,38770.00,,,,3.38,,36980.00,,152092.00,190862.00,0.00,152092.00,0.00,174327.00,14745.00,808286.00,1167115.00,358829.00,358829.00,184502.00,,189072.00,0.00,190862.00,0.00,152092.00
東捷資訊,1150904,2,6697,115,,,1639.00,,,,1.86,,13232.00,,50980.00,52619.00,,50980.00,,54873.00,9339.00,595967.00,711956.00,115989.00,115989.00,61116.00,,64212.00,,52619.00,,50980.00
軒郁,1150904,2,6703,115,,,-7186.00,,,,4.13,,37476.00,,147993.00,140807.00,,148560.00,-567.00,186579.00,-1110.00,644020.00,1715899.00,1071879.00,1071879.00,885300.00,,185469.00,,141374.00,-567.00,147993.00
天擎,1150904,2,6708,115,,,4081.00,,,,0.09,,1647.00,,2683.00,6764.00,,2683.00,,1724.00,2606.00,62992.00,134559.00,71567.00,71567.00,69843.00,,4330.00,,6764.00,,2683.00
長聖,1150904,2,6712,115,,,717.00,,,,2.20,,47231.00,,222206.00,222923.00,,222206.00,,208981.00,60456.00,100448.00,462547.00,362099.00,362099.00,153118.00,,269437.00,,222923.00,,222206.00
應廣,1150904,2,6716,115,,,2889.00,,,,4.65,,22308.00,,136944.00,139833.00,,136944.00,,142029.00,17223.00,498430.00,829325.00,330895.00,330895.00,188866.00,,159252.00,,139833.00,,136944.00
久昌,1150904,2,6720,115,,,9166.00,,,,1.65,,10162.00,,49316.00,58482.00,,49316.00,,17616.00,41862.00,109404.00,192746.00,83342.00,83342.00,65726.00,,59478.00,,58482.00,,49316.00
信實,1150904,2,6721,115,,,,,,,2.88,,17573.00,,64850.00,64850.00,,64889.00,-39.00,80831.00,1592.00,1723868.00,1835850.00,111982.00,111982.00,31151.00,,82423.00,,64850.00,,64850.00
矽科宏晟,1150904,2,6725,115,,,7670.00,,,,4.85,,39841.00,,179891.00,187561.00,,179891.00,0.00,221269.00,-1537.00,1452951.00,1883979.00,431028.00,431028.00,209759.00,,219732.00,,187561.00,0.00,179891.00
亞泰金屬,1150904,2,6727,115,,,9317.00,,,,6.05,,41324.00,,162663.00,171980.00,,162663.00,,189152.00,14835.00,876755.00,1192336.00,315581.00,315581.00,126429.00,,203987.00,,171980.00,,162663.00
上洋,1150904,2,6728,115,,,-400.00,,,,5.14,,37079.00,,143755.00,143355.00,,154652.00,-10897.00,186989.00,-6155.00,1558749.00,2475533.00,916784.00,916784.00,729795.00,,180834.00,,154252.00,-10897.00,143755.00
常廣,1150904,2,6730,115,,,53.00,,,,0.89,,8034.00,,32134.00,32187.00,,32134.00,,38513.00,1655.00,132702.00,242022.00,109320.00,109320.00,70807.00,,40168.00,,32187.00,,32134.00
昇佳電子,1150904,2,6732,115,,31.00,482078.00,,,,4.09,,26772.00,,199842.00,681920.00,,,,91753.00,134861.00,1597601.00,2037803.00,440202.00,440202.00,348480.00,,226614.00,,,,199842.00
博晟生醫,1150904,2,6733,115,,,-285.00,,,,-0.31,,-4197.00,,-43302.00,-43587.00,,-39706.00,-3596.00,-51662.00,4163.00,32914.00,114435.00,81521.00,81521.00,133183.00,,-47499.00,,-40822.00,-2765.00,-43302.00
美達科技,1150904,2,6735,115,,,-1970.00,,,,0.52,,6324.00,,23948.00,21978.00,,23948.00,,14208.00,16064.00,98684.00,199435.00,100751.00,100751.00,86543.00,,30272.00,,21978.00,,23948.00
竹陞科技,1150904,2,6739,115,,,315.00,,,,13.31,,75042.00,,310517.00,310832.00,,310517.00,,377210.00,8349.00,209226.00,643983.00,434757.00,434757.00,57547.00,,385559.00,,310832.00,,310517.00
91APP*-KY,1150904,2,6741,115,,,-3819.00,,,,2.30,,67560.00,,264981.00,261162.00,,262368.00,2613.00,300833.00,31708.00,289174.00,1099256.00,810082.00,810082.00,509249.00,,332541.00,,258490.00,2672.00,264981.00
智聯服務,1150904,2,6751,115,,,4548.00,,,,1.34,,6787.00,,32606.00,37154.00,,29847.00,2759.00,29474.00,9919.00,734551.00,852461.00,117910.00,117910.00,88436.00,,39393.00,,34316.00,2838.00,32606.00
叡揚,1150904,2,6752,115,,,-423.00,,,,2.94,,17733.00,,109321.00,108898.00,,109225.00,96.00,116740.00,10314.00,524616.00,987948.00,463332.00,463332.00,346592.00,,127054.00,,108802.00,96.00,109321.00
穩得,1150904,2,6761,115,,,-4259.00,,,,3.62,,27166.00,,126242.00,121983.00,,126012.00,230.00,151606.00,1802.00,606678.00,981186.00,374508.00,374508.00,222902.00,,153408.00,,121753.00,230.00,126242.00
達亞,1150904,2,6762,115,,,,,,,0.21,,900.00,,7913.00,7913.00,,,,18394.00,-9581.00,266792.00,342767.00,75975.00,75975.00,57581.00,,8813.00,,,,7913.00
綠界科技*,1150904,2,6763,115,,,-8247.00,,,,1.08,,58931.00,,197337.00,189090.00,,199617.00,-2280.00,227912.00,28356.00,546413.00,934775.00,388362.00,388362.00,160450.00,,256268.00,,191370.00,-2280.00,197337.00
台微醫,1150904,2,6767,115,,,34.00,,,,-0.02,,-4.00,,-601.00,-567.00,,-601.00,,2366.00,-2971.00,37548.00,166561.00,129013.00,129013.00,126647.00,,-605.00,,-567.00,,-601.00
昱展新藥,1150904,2,6785,115,,,,,,,-0.29,,3763.00,,-19597.00,-19597.00,,,,-58906.00,43072.00,145.00,1500.00,1355.00,1355.00,60261.00,,-15834.00,,,,-19597.00
華景電,1150904,2,6788,115,,,41049.00,,,,9.79,,138676.00,,376960.00,418009.00,,379378.00,-2418.00,497905.00,17731.00,568103.00,1427133.00,859030.00,859030.00,361125.00,,515636.00,,420427.00,-2418.00,376960.00
虎門科技,1150904,2,6791,115,,,-150.00,,,,2.65,,12699.00,,54680.00,54530.00,,55184.00,-504.00,55022.00,12357.00,238173.00,400586.00,162413.00,162413.00,107391.00,,67379.00,,55034.00,-504.00,54680.00
崑鼎,1150904,2,6803,115,,,23119.00,,,,8.96,,161255.00,,705524.00,728643.00,,651771.00,53753.00,839982.00,26797.00,3802592.00,4710069.00,907477.00,907477.00,67495.00,,866779.00,,674971.00,53672.00,705524.00
明係,1150904,2,6804,115,,,0.00,,,,0.38,,5568.00,,17165.00,17165.00,,17165.00,,21069.00,1664.00,698847.00,784208.00,85361.00,85361.00,64292.00,,22733.00,,17165.00,,17165.00
宏碁資訊,1150904,2,6811,115,,,5638.00,,,,9.49,492.00,105150.00,,393246.00,398884.00,0.00,393246.00,,488731.00,9665.00,5188915.00,5923797.00,734882.00,735374.00,246643.00,,498396.00,0.00,398884.00,,393246.00
聯寶,1150904,2,6821,115,,,8479.00,,,,1.03,,6368.00,,32701.00,41180.00,,32701.00,,17110.00,21959.00,181096.00,284514.00,103418.00,103418.00,86308.00,,39069.00,,41180.00,,32701.00
濾能,1150904,2,6823,115,,,16507.00,,,,-4.73,,-999.00,,-142175.00,-125668.00,,-143888.00,1713.00,-144448.00,1274.00,354763.00,310866.00,-43897.00,-43897.00,100551.00,,-143174.00,,-127381.00,1713.00,-142175.00
千附精密,1150904,2,6829,115,,,,,,,2.99,,42204.00,,177263.00,177263.00,,,,206460.00,13007.00,855781.00,1171369.00,315588.00,315588.00,109128.00,,219467.00,,,,177263.00
東研信超,1150904,2,6840,115,,,19891.00,,,,1.06,,2496.00,,32181.00,52072.00,,32181.00,,35966.00,-1289.00,293406.00,489203.00,195797.00,195797.00,159831.00,,34677.00,,52072.00,,32181.00
長佳智能,1150904,2,6841,115,,,,,,,0.13,,17570.00,,9138.00,9138.00,,12397.00,-3259.00,24472.00,2236.00,44943.00,167138.00,122195.00,122195.00,97723.00,,26708.00,,12397.00,-3259.00,9138.00
進典,1150904,2,6843,115,,,10082.00,,,,0.61,,-3855.00,,17963.00,28045.00,,20236.00,-2273.00,11168.00,2940.00,226811.00,371069.00,144258.00,144258.00,133090.00,,14108.00,,30313.00,-2268.00,17963.00
諾貝兒,1150904,2,6844,115,,,-6463.00,,,,2.03,,10340.00,,75827.00,69364.00,,75827.00,,42018.00,44149.00,1122980.00,1705388.00,582408.00,582408.00,540390.00,,86167.00,,69364.00,,75827.00
綠茵,1150904,2,6846,115,,,-148.00,,,,1.70,,12916.00,,46049.00,45901.00,,46049.00,,61252.00,-2287.00,207219.00,393850.00,186631.00,186631.00,125379.00,,58965.00,,45901.00,,46049.00
數泓科,1150904,2,6855,115,,,1630.00,,,,4.15,,27029.00,,96524.00,98154.00,,,,102063.00,21490.00,159395.00,311220.00,151825.00,151825.00,49762.00,,123553.00,,,,96524.00
鑫傳,1150904,2,6856,115,,,-5289.00,,,,1.25,,13797.00,,31937.00,26648.00,,35340.00,-3403.00,52531.00,-6797.00,108330.00,347891.00,239561.00,239561.00,187030.00,,45734.00,,30051.00,-3403.00,31937.00
伯特光,1150904,2,6859,115,,,666.00,,,,1.01,,7818.00,,41946.00,42612.00,,41946.00,,16988.00,32776.00,250973.00,324397.00,73424.00,73424.00,56436.00,,49764.00,,42612.00,,41946.00
偉康科技,1150904,2,6865,115,,,-75.00,,,,-1.50,,-3774.00,,-23389.00,-23464.00,,,,-22790.00,-4373.00,64249.00,115555.00,51306.00,51306.00,74096.00,,-27163.00,,,,-23389.00
騰雲,1150904,2,6870,115,,36.00,3708.00,,,,2.54,,22567.00,,67097.00,70805.00,,71329.00,-4232.00,82691.00,6973.00,140228.00,475628.00,335400.00,335400.00,252745.00,,89664.00,,75069.00,-4264.00,67097.00
浩宇生醫,1150904,2,6872,115,,,803.00,,,,-1.02,,,,-72254.00,-71451.00,,-72317.00,63.00,-79683.00,7429.00,11026.00,21505.00,10479.00,10479.00,90162.00,,-72254.00,,-71757.00,306.00,-72254.00
倍力,1150904,2,6874,115,,,,,,,3.10,,16689.00,,66736.00,66736.00,,,,86238.00,-2813.00,1185536.00,1347002.00,161466.00,161466.00,75228.00,,83425.00,,,,66736.00
國邑*,1150904,2,6875,115,,,1.00,,,,-1.50,,0.00,,-194297.00,-194296.00,,-194297.00,,-205144.00,10847.00,1462.00,1792.00,330.00,330.00,205474.00,,-194297.00,,-194296.00,,-194297.00
鏵友益,1150904,2,6877,115,,,-2583.00,,,,-1.09,,495.00,,-51072.00,-53655.00,,-51072.00,,-53830.00,3253.00,52575.00,102821.00,50246.00,50246.00,104076.00,,-50577.00,,-53655.00,,-51072.00
潤德,1150904,2,6881,115,,,-8573.00,,,,9.51,,35691.00,,142690.00,134117.00,,,,175604.00,2777.00,932931.00,1182909.00,249978.00,249978.00,74374.00,,178381.00,,,,142690.00
海柏特,1150904,2,6884,115,,,-4674.00,,,,0.88,,6932.00,,16126.00,11452.00,,16093.00,33.00,21741.00,1317.00,558249.00,682223.00,123974.00,123974.00,102233.00,,23058.00,,11435.00,17.00,16126.00
