CompanyName,Date,Season,SecuritiesCompanyCode,Year,停業單位損益,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,已實現銷貨（損）益,所得稅費用（利益）,未實現銷貨（損）益,本期淨利（淨損）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益（損失）,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
家登,1150904,2,3680,115,,,2161086.00,,,,8.09,,135262.00,,891999.00,3053085.00,,776702.00,115297.00,691482.00,335779.00,2372926.00,4179817.00,1806891.00,1806891.00,1115409.00,,1027261.00,,2900831.00,152254.00,891999.00
榮昌,1150904,2,3684,115,,,3970.00,,,,1.78,,11991.00,,53904.00,57874.00,,53904.00,,69296.00,-3401.00,386660.00,586056.00,199396.00,199396.00,130100.00,,65895.00,,57874.00,,53904.00
元創精密,1150904,2,3685,115,,,21526.00,,,,0.21,,21734.00,,59462.00,80988.00,,16748.00,42714.00,76791.00,4405.00,554142.00,723397.00,169255.00,169255.00,92464.00,,81196.00,,27596.00,53392.00,59462.00
歐買尬,1150904,2,3687,115,,,-8064.00,,,,0.60,,60279.00,,137409.00,129345.00,,18036.00,119373.00,173184.00,24504.00,588981.00,987324.00,398343.00,398343.00,225159.00,,197688.00,,16049.00,113296.00,137409.00
湧德,1150904,2,3689,115,,,122319.00,,,,4.47,,115937.00,,413468.00,535787.00,,399351.00,14117.00,516040.00,13365.00,2918265.00,4144932.00,1226667.00,1226667.00,710627.00,,529405.00,,520607.00,15180.00,413468.00
碩禾,1150904,2,3691,115,,,-84827.00,,,,3.34,,65698.00,,350241.00,265414.00,,307051.00,43190.00,260031.00,155908.00,4411308.00,5149797.00,738489.00,738489.00,478458.00,,415939.00,,251051.00,14363.00,350241.00
營邦,1150904,2,3693,115,,,13061.00,,,,8.66,,95404.00,,380806.00,393867.00,,372114.00,8692.00,420560.00,55650.00,3024717.00,4096640.00,1071923.00,1071923.00,651363.00,,476210.00,,384010.00,9857.00,380806.00
漢磊,1150904,2,3707,115,,,-1108.00,,,,-0.57,,66188.00,,-102414.00,-103522.00,,-224159.00,121745.00,-72514.00,36288.00,3049401.00,3329828.00,280427.00,280427.00,352941.00,,-36226.00,,-225192.00,121670.00,-102414.00
鑫聯大投控,1150904,2,3709,115,,,62546.00,,,,6.54,,306171.00,,820975.00,883521.00,,821169.00,-194.00,1116759.00,10387.00,25629806.00,27412574.00,1782768.00,1782768.00,666009.00,,1127146.00,,885036.00,-1515.00,820975.00
連展投控,1150904,2,3710,115,,,145517.00,,,,-1.41,,13169.00,,-381280.00,-235763.00,,-404412.00,23132.00,-200338.00,-167773.00,3147369.00,3836094.00,688725.00,688725.00,889063.00,,-368111.00,,-269424.00,33661.00,-381280.00
新晶投控,1150904,2,3713,115,,0.00,1.00,,,,-0.20,211.00,4334.00,,-15661.00,-15660.00,,-17422.00,1761.00,10984.00,-22311.00,179903.00,238043.00,58140.00,58351.00,47367.00,,-11327.00,,-17421.00,1761.00,-15661.00
永日,1150904,2,4102,115,,,5241.00,,,,0.13,,979.00,,7389.00,12630.00,,5665.00,1724.00,6966.00,1402.00,209155.00,276030.00,66875.00,66875.00,59909.00,,8368.00,,10906.00,1724.00,7389.00
東洋,1150904,2,4105,115,,,-19042.00,,,,3.42,12023.00,220033.00,12593.00,897622.00,878580.00,,849483.00,48139.00,976534.00,141121.00,1290202.00,3172151.00,1881949.00,1881379.00,904845.00,,1117655.00,,835664.00,42916.00,897622.00
邦特,1150904,2,4107,115,,,4828.00,,,,4.29,,85199.00,,297257.00,302085.00,,297257.00,,372152.00,10304.00,620091.00,1134636.00,514545.00,514545.00,142393.00,,382456.00,,302085.00,,297257.00
加捷生醫,1150904,2,4109,115,,,-862.00,,,,-0.29,,6176.00,,-34031.00,-34893.00,,-34399.00,368.00,2476.00,-30331.00,193928.00,268119.00,74191.00,74191.00,71715.00,,-27855.00,,-35378.00,485.00,-34031.00
濟生,1150904,2,4111,115,,,78.00,,,,1.64,,30248.00,,98283.00,98361.00,,,,109733.00,18798.00,443781.00,731867.00,288086.00,288086.00,178353.00,,128531.00,,,,98283.00
聯上,1150904,2,4113,115,,,0.00,,,,-0.46,,490.00,,-106109.00,-106109.00,,,,-24724.00,-80895.00,151416.00,188026.00,36610.00,36610.00,61334.00,,-105619.00,,,,-106109.00
健喬,1150904,2,4114,115,,,148.00,,,,0.80,,113910.00,,320661.00,320809.00,,430386.00,-109725.00,407243.00,27328.00,2115978.00,3549913.00,1433935.00,1433935.00,1026692.00,,434571.00,,430306.00,-109497.00,320661.00
明基醫,1150904,2,4116,115,,,-13305.00,,,,1.61,,57270.00,,155790.00,142485.00,,71547.00,84243.00,159268.00,53792.00,1865165.00,2753810.00,888645.00,888645.00,729377.00,,213060.00,,69756.00,72729.00,155790.00
友華,1150904,2,4120,115,,,-484135.00,,,,-2.40,,114804.00,,-162977.00,-647112.00,,-207986.00,45009.00,-104220.00,56047.00,1182901.00,2339899.00,1156998.00,1156998.00,1261218.00,,-48173.00,,-690625.00,43513.00,-162977.00
優盛,1150904,2,4121,115,,,9297.00,,,,-0.32,,4063.00,,-38306.00,-29009.00,,-25698.00,-12608.00,-47946.00,13703.00,1247498.00,1885058.00,637560.00,637560.00,685506.00,,-34243.00,,-16150.00,-12859.00,-38306.00
晟德,1150904,2,4123,115,,344101.00,10088.00,,,,-11.24,,-1671558.00,,-8481202.00,-8471114.00,,-8481203.00,1.00,466756.00,-10619516.00,492378.00,898039.00,405661.00,405661.00,283006.00,,-10152760.00,,-8471115.00,1.00,-8481202.00
太醫,1150904,2,4126,115,,,,,,,2.97,,51770.00,,215710.00,215710.00,,,,251473.00,16007.00,798135.00,1184631.00,386496.00,386496.00,135023.00,,267480.00,,,,215710.00
天良,1150904,2,4127,115,,,-3160.00,,,,1.06,,-909.00,,48371.00,45211.00,,48371.00,,27496.00,19966.00,152646.00,383002.00,230356.00,230356.00,202860.00,,47462.00,,45211.00,,48371.00
中天,1150904,2,4128,115,,0.00,-41319.00,,,,1.10,,0.00,,500773.00,459454.00,,648678.00,-147905.00,-268106.00,768879.00,604077.00,980917.00,376840.00,376840.00,644946.00,,500773.00,,562636.00,-103182.00,500773.00
聯合,1150904,2,4129,115,,0.00,10599.00,,,,2.35,-1440.00,76575.00,,227509.00,238108.00,,226550.00,959.00,306276.00,-2192.00,641920.00,3059504.00,2417584.00,2416144.00,2109868.00,,304084.00,,237551.00,557.00,227509.00
浩泰,1150904,2,4131,115,,,,,,,-0.06,,1812.00,,-236.00,-236.00,,-2515.00,2279.00,4594.00,-3018.00,87803.00,156170.00,68367.00,68367.00,63773.00,,1576.00,,-2515.00,2279.00,-236.00
曜亞,1150904,2,4138,115,,,1863.00,,,,1.83,,20101.00,,82081.00,83944.00,,73108.00,8973.00,80806.00,21376.00,398027.00,687173.00,289146.00,289146.00,208340.00,,102182.00,,75156.00,8788.00,82081.00
馬光-KY,1150904,2,4139,115,,,9066.00,,,,-0.90,,5264.00,,-47516.00,-38450.00,,-40398.00,-7118.00,-18960.00,-23292.00,477910.00,531415.00,53505.00,53505.00,72465.00,,-42252.00,,-31353.00,-7097.00,-47516.00
中裕,1150904,2,4147,115,,,2619.00,,,,-0.21,,,,-56379.00,-53760.00,,-56379.00,,-72403.00,16024.00,139109.00,321916.00,182807.00,182807.00,255210.00,,-56379.00,,-53760.00,,-56379.00
鈺緯,1150904,2,4153,115,,,-734.00,,,,0.96,214.00,3666.00,0.00,56137.00,55403.00,,56137.00,,58733.00,1070.00,334123.00,467962.00,133839.00,134053.00,75320.00,,59803.00,,55403.00,,56137.00
樂威科-KY,1150904,2,4154,115,,,-4419.00,,,,-0.40,,0.00,,-15480.00,-19899.00,,-14756.00,-724.00,-13660.00,-1820.00,10016.00,12798.00,2782.00,2782.00,16442.00,,-15480.00,,-18689.00,-1210.00,-15480.00
太景*-KY,1150904,2,4157,115,,,-18568.00,,,,-0.05,,749.00,,-35605.00,-54173.00,,-35605.00,,-64313.00,29457.00,8973.00,18566.00,9593.00,9593.00,73906.00,,-34856.00,,-54173.00,,-35605.00
訊聯基因,1150904,2,4160,115,,,-114855.00,,,,0.24,,-2050.00,,6519.00,-108336.00,,6376.00,143.00,-2491.00,6960.00,176754.00,299758.00,123004.00,123004.00,125495.00,,4469.00,,-108479.00,143.00,6519.00
聿新科,1150904,2,4161,115,,,2297.00,,,,0.96,,10294.00,,54985.00,57282.00,,56116.00,-1131.00,36256.00,29023.00,332763.00,461887.00,129124.00,129124.00,92868.00,,65279.00,,58413.00,-1131.00,54985.00
智擎,1150904,2,4162,115,,,,,,,1.89,,37427.00,,271250.00,271250.00,,,,246344.00,62333.00,34186.00,497811.00,463625.00,463625.00,217281.00,,308677.00,,,,271250.00
鐿鈦,1150904,2,4163,115,,,3648.00,,,,2.95,,29958.00,,141996.00,145644.00,,144421.00,-2425.00,159447.00,12507.00,753627.00,1304387.00,550760.00,550760.00,391313.00,,171954.00,,148063.00,-2419.00,141996.00
友霖,1150904,2,4166,115,,,-1598.00,,,,0.40,,32630.00,,96153.00,94555.00,,96153.00,,124602.00,4181.00,347873.00,758297.00,410424.00,410424.00,285822.00,,128783.00,,94555.00,,96153.00
松瑞藥,1150904,2,4167,115,,,989.00,,,,2.60,,11499.00,,862850.00,863839.00,,862867.00,-17.00,34905.00,839444.00,342324.00,519518.00,177194.00,177194.00,142289.00,,874349.00,,863856.00,-17.00,862850.00
醣聯,1150904,2,4168,115,,,-786.00,,,,-1.16,,36.00,,-130827.00,-131613.00,,-130827.00,,-137423.00,6632.00,8187.00,13954.00,5767.00,5767.00,143190.00,,-130791.00,,-131613.00,,-130827.00
瑞基,1150904,2,4171,115,,,1642.00,,,,-0.16,,-431.00,,-10875.00,-9233.00,,-9255.00,-1620.00,-22544.00,11238.00,26547.00,112305.00,85758.00,85758.00,108302.00,,-11306.00,,-8023.00,-1210.00,-10875.00
久裕,1150904,2,4173,115,,,-75214.00,,,,0.42,,6288.00,,30975.00,-44239.00,,30975.00,,38566.00,-1303.00,635221.00,787610.00,152389.00,152389.00,113823.00,,37263.00,,-44239.00,,30975.00
浩鼎,1150904,2,4174,115,,,4031.00,,,,-4.85,,5890.00,,-772396.00,-768365.00,,-638042.00,-134354.00,-665368.00,-101138.00,62396.00,20844.00,-41552.00,-41552.00,623816.00,,-766506.00,,-634011.00,-134354.00,-772396.00
杏一,1150904,2,4175,115,,,8983.00,,,,1.82,,4205.00,,77121.00,86104.00,,77206.00,-85.00,102432.00,-21106.00,2633142.00,3963117.00,1329975.00,1329975.00,1227543.00,,81326.00,,86184.00,-80.00,77121.00
福永生技,1150904,2,4183,115,,,,,,,-0.58,,-905.00,,-13756.00,-13756.00,,,,-15865.00,1204.00,139591.00,168963.00,29372.00,29372.00,45237.00,,-14661.00,,,,-13756.00
安克,1150904,2,4188,115,,,22500.00,,,,-0.45,,12.00,,-35530.00,-13030.00,,-28629.00,-6901.00,-40793.00,5275.00,7519.00,13105.00,5586.00,5586.00,46379.00,,-35518.00,,-6129.00,-6901.00,-35530.00
杏國,1150904,2,4192,115,,,-14.00,,,,-0.75,,,,-26437.00,-26451.00,,-26437.00,0.00,-27197.00,760.00,4182.00,12398.00,8216.00,8216.00,35413.00,,-26437.00,,-26451.00,0.00,-26437.00
欣大健康,1150904,2,4198,115,,,-3660.00,,,,-0.78,,0.00,1068.00,-20428.00,-24088.00,,-18841.00,-1587.00,-26339.00,5911.00,47130.00,72869.00,25739.00,24671.00,51010.00,,-20428.00,,-22501.00,-1587.00,-20428.00
中華食,1150904,2,4205,115,,,1596.00,,,,1.85,,37946.00,,180528.00,182124.00,,,,208724.00,9750.00,622497.00,984434.00,361937.00,361937.00,153213.00,,218474.00,,,,180528.00
環泰,1150904,2,4207,115,,,-60188.00,,,,0.95,,95150.00,,244910.00,184722.00,,187745.00,57165.00,334930.00,5130.00,2309330.00,2834315.00,524985.00,524985.00,190055.00,,340060.00,,165785.00,18937.00,244910.00
信立,1150904,2,4303,115,,,4142.00,,,,-0.26,,48397.00,,-22329.00,-18187.00,,-24769.00,2440.00,4507.00,21561.00,411460.00,515042.00,103582.00,103582.00,99075.00,,26068.00,,-20213.00,2026.00,-22329.00
勝昱,1150904,2,4304,115,,,303.00,,,,-0.05,,,,-2990.00,-2687.00,,-2990.00,,2607.00,-5597.00,151202.00,189323.00,38121.00,38121.00,35514.00,,-2990.00,,-2687.00,,-2990.00
世坤,1150904,2,4305,115,,,,,,,2.23,,30614.00,,122913.00,122913.00,,,,119987.00,33540.00,326858.00,498925.00,172067.00,172067.00,52080.00,,153527.00,,,,122913.00
東隆興,1150904,2,4401,115,,,4383.00,,,,0.60,,16502.00,,76459.00,80842.00,,74034.00,2425.00,60456.00,32505.00,1771692.00,1935185.00,163493.00,163493.00,103037.00,,92961.00,,77703.00,3139.00,76459.00
郡都開發,1150904,2,4402,115,,,,,,,-0.10,,0.00,,-8064.00,-8064.00,-935.00,-7129.00,0.00,-12475.00,4411.00,10237.00,11624.00,1387.00,1387.00,13862.00,,-8064.00,-935.00,-7129.00,0.00,-8064.00
新昕纖,1150904,2,4406,115,,,10030.00,,,,-0.42,,0.00,,-22019.00,-11989.00,,,,-29357.00,7338.00,110591.00,105006.00,-5585.00,-5585.00,23772.00,,-22019.00,,,,-22019.00
飛寶企業,1150904,2,4413,115,,,-1.00,,,,0.06,,0.00,,2012.00,2011.00,,2012.00,,-2278.00,4290.00,191571.00,239798.00,48227.00,48227.00,50505.00,,2012.00,,2011.00,,2012.00
三圓,1150904,2,4416,115,,,-1325.00,,,,3.87,,18989.00,,275842.00,274517.00,,275842.00,,1125551.00,-830720.00,942652.00,2157850.00,1215198.00,1215198.00,89647.00,,294831.00,,274517.00,,275842.00
金洲,1150904,2,4417,115,,,44652.00,,,,2.33,,90873.00,,211906.00,256558.00,,195439.00,16467.00,342579.00,-39800.00,1048219.00,1548813.00,500594.00,500594.00,158015.00,,302779.00,,246207.00,10351.00,211906.00
皇家美食,1150904,2,4419,115,,,0.00,,,,-0.57,,-286.00,,-80436.00,-80436.00,,-97376.00,16940.00,-69595.00,-11127.00,993400.00,1386794.00,393394.00,393394.00,462989.00,,-80722.00,,-97376.00,16940.00,-80436.00
光明,1150904,2,4420,115,,0.00,-1850.00,,,,0.94,,7741.00,,37932.00,36082.00,,,,10609.00,35064.00,443732.00,478162.00,34430.00,34430.00,23821.00,,45673.00,,,,37932.00
耀億,1150904,2,4430,115,,,42811.00,,,,0.12,,17374.00,,6929.00,49740.00,,6929.00,,23149.00,1154.00,896246.00,1144970.00,248724.00,248724.00,225575.00,,24303.00,,49740.00,,6929.00
銘旺實,1150904,2,4432,115,,,6141.00,,,,2.96,,12002.00,,149617.00,155758.00,,149617.00,,42.00,161577.00,345180.00,448947.00,103767.00,103767.00,103725.00,,161619.00,,155758.00,,149617.00
興采,1150904,2,4433,115,,,14006.00,,,,-1.38,,30219.00,,-19031.00,-5025.00,,-83474.00,64443.00,-137434.00,148622.00,973625.00,1111616.00,137991.00,137991.00,275425.00,,11188.00,,-76359.00,71334.00,-19031.00
竣邦-KY,1150904,2,4442,115,,,12930.00,,,,2.80,,30135.00,,89451.00,102381.00,,89451.00,,114629.00,4957.00,732403.00,1009856.00,277453.00,277453.00,162824.00,,119586.00,,102562.00,-181.00,89451.00
健信,1150904,2,4502,115,,,-8196.00,,,,0.20,,1451.00,,10157.00,1961.00,,11148.00,-991.00,-3616.00,15224.00,470101.00,573582.00,103481.00,103481.00,107097.00,,11608.00,,2930.00,-969.00,10157.00
金雨,1150904,2,4503,115,,,1923.00,,,,2.28,,21339.00,,178475.00,180398.00,,178494.00,-19.00,82219.00,117595.00,210657.00,343178.00,132521.00,132521.00,50302.00,,199814.00,,180417.00,-19.00,178475.00
崇友,1150904,2,4506,115,,,6976.00,,,,4.45,,167550.00,,788548.00,795524.00,,788360.00,188.00,800067.00,156031.00,2247176.00,3395769.00,1148593.00,1148593.00,348526.00,,956098.00,,795336.00,188.00,788548.00
高鋒,1150904,2,4510,115,,,-50030.00,,,,1.26,,9638.00,,243701.00,193671.00,,136857.00,106844.00,-63217.00,316556.00,769765.00,905127.00,135362.00,135362.00,198579.00,,253339.00,,86646.00,107025.00,243701.00
福裕,1150904,2,4513,115,,,3256.00,,,,-0.05,,8764.00,,-7046.00,-3790.00,,-7046.00,0.00,-3467.00,5185.00,1169072.00,1328255.00,159183.00,159183.00,162650.00,,1718.00,,-3790.00,0.00,-7046.00
永彰,1150904,2,4523,115,,,4097.00,,,,-0.92,,25812.00,,-71594.00,-67497.00,,-58857.00,-12737.00,-55658.00,9876.00,463135.00,580651.00,117516.00,117516.00,173174.00,,-45782.00,,-54760.00,-12737.00,-71594.00
方方土霖,1150904,2,4527,115,,,21854.00,,,,1.65,,36455.00,,127175.00,149029.00,,125563.00,1612.00,154669.00,8961.00,979235.00,1322114.00,342879.00,342879.00,188210.00,,163630.00,,143856.00,5173.00,127175.00
江興鍛,1150904,2,4528,115,,,102158.00,,,,-0.61,,7464.00,,-51736.00,50422.00,,-51736.00,0.00,-33967.00,-10305.00,631259.00,714332.00,83073.00,83073.00,117040.00,,-44272.00,,50422.00,0.00,-51736.00
淳紳,1150904,2,4529,115,,,-24219.00,,,,-0.30,,489.00,,-25313.00,-49532.00,,-25199.00,-114.00,-18559.00,-6265.00,5647.00,9825.00,4178.00,4178.00,22737.00,,-24824.00,,-49418.00,-114.00,-25313.00
天意能創,1150904,2,4530,115,0.00,,23.00,,,,-0.58,,4317.00,,-26351.00,-26328.00,,-20789.00,-5562.00,-23089.00,1055.00,159641.00,173677.00,14036.00,14036.00,37125.00,,-22034.00,,-20766.00,-5562.00,-26351.00
協易機,1150904,2,4533,115,,,-5864.00,,,,0.13,,7624.00,,20460.00,14596.00,,20460.00,,-48739.00,76823.00,1494121.00,1905868.00,411747.00,411747.00,460486.00,,28084.00,,14596.00,,20460.00
慶騰,1150904,2,4534,115,,,17950.00,,,,-0.07,,10349.00,,-6387.00,11563.00,,-6387.00,,-2467.00,6429.00,412014.00,490444.00,78430.00,78430.00,80897.00,,3962.00,,11563.00,,-6387.00
至興,1150904,2,4535,115,,,12989.00,,,,0.58,,42391.00,,89204.00,102193.00,,43859.00,45345.00,110041.00,21554.00,1040032.00,1258961.00,218929.00,218929.00,108888.00,,131595.00,,56256.00,45937.00,89204.00
大詠城,1150904,2,4538,115,,,,,,,0.22,,3758.00,,12813.00,12813.00,,,,9873.00,6698.00,159968.00,191091.00,31123.00,31123.00,21250.00,,16571.00,,,,12813.00
晟田,1150904,2,4541,115,,,,,,,1.95,,24207.00,,132125.00,132125.00,,,,159842.00,-3510.00,759680.00,1000527.00,240847.00,240847.00,81005.00,,156332.00,,,,132125.00
科嶠,1150904,2,4542,115,,,26212.00,,,,1.49,,18145.00,,50170.00,76382.00,,50657.00,-487.00,65746.00,2569.00,338744.00,554965.00,216221.00,216221.00,150475.00,,68315.00,,76560.00,-178.00,50170.00
萬在,1150904,2,4543,115,,,-1286.00,,,,1.37,,20881.00,,81898.00,80612.00,,81898.00,,77247.00,25532.00,330881.00,486068.00,155187.00,155187.00,77940.00,,102779.00,,80612.00,,81898.00
桓達,1150904,2,4549,115,,,10923.00,,,,2.28,,32287.00,,129778.00,140701.00,,129784.00,-6.00,135923.00,26142.00,213919.00,573468.00,359549.00,359549.00,223626.00,,162065.00,,140712.00,-11.00,129778.00
長佳,1150904,2,4550,115,,,345.00,,,,0.88,,8321.00,,33451.00,33796.00,,33451.00,,38494.00,3278.00,283716.00,365132.00,81416.00,81416.00,42922.00,,41772.00,,33796.00,,33451.00
橙的,1150904,2,4554,115,,,-3612.00,,,,0.92,,1679.00,,24121.00,20509.00,,24121.00,0.00,17906.00,7894.00,148882.00,266642.00,117760.00,117760.00,99854.00,,25800.00,,20509.00,0.00,24121.00
旭然,1150904,2,4556,115,,,13726.00,,,,0.37,,6883.00,,15726.00,29452.00,,15726.00,,24334.00,-1725.00,213103.00,343843.00,130740.00,130740.00,106406.00,,22609.00,,29452.00,,15726.00
寶緯,1150904,2,4558,115,,,,,,,0.50,,7790.00,,25255.00,25255.00,,,,43259.00,-10214.00,789217.00,885823.00,96606.00,96606.00,53347.00,,33045.00,,,,25255.00
健椿,1150904,2,4561,115,,,,,,,1.09,,15359.00,,63791.00,63791.00,,,,73318.00,5832.00,419077.00,563524.00,144447.00,144447.00,71129.00,,79150.00,,,,63791.00
百德,1150904,2,4563,115,,,12260.00,,,,-0.40,,12410.00,0.00,-29671.00,-17411.00,,-21786.00,-7885.00,67096.00,-84357.00,929791.00,1290221.00,360430.00,360430.00,293334.00,,-17261.00,,-12884.00,-4527.00,-29671.00
科際精密,1150904,2,4568,115,,,9995.00,,,,0.51,,3865.00,,16180.00,26175.00,,16180.00,,17393.00,2652.00,435547.00,597988.00,162441.00,162441.00,145048.00,,20045.00,,26175.00,,16180.00
達航科技,1150904,2,4577,115,,,5497.00,,,,-0.08,,74.00,,-3745.00,1752.00,,-3745.00,,5956.00,-9627.00,342506.00,453906.00,111400.00,111400.00,105444.00,,-3671.00,,1752.00,,-3745.00
捷流閥業,1150904,2,4580,115,,,34379.00,,,,3.18,,31668.00,,148977.00,183356.00,,148977.00,,132031.00,48614.00,837458.00,1167244.00,329786.00,329786.00,197755.00,,180645.00,,183356.00,,148977.00
君帆,1150904,2,4584,115,,,25777.00,,,,1.04,,-7048.00,,31135.00,56912.00,,31135.00,,21025.00,3062.00,378818.00,538853.00,160035.00,160035.00,139010.00,,24087.00,,56912.00,,31135.00
唐鋒,1150904,2,4609,115,,,-4475.00,,,,-0.16,,0.00,,-7860.00,-12335.00,,-7860.00,,-40073.00,32213.00,62876.00,70477.00,7601.00,7601.00,47674.00,,-7860.00,,-12335.00,,-7860.00
中美實,1150904,2,4702,115,,,1275.00,,,,0.77,,5953.00,,55486.00,56761.00,,55486.00,,-20530.00,81969.00,23406.00,36808.00,13402.00,13402.00,33932.00,,61439.00,,56761.00,,55486.00
大恭,1150904,2,4706,115,,,14600.00,,,,0.55,,11417.00,,43164.00,57764.00,,43153.00,11.00,41790.00,12791.00,477532.00,592591.00,115059.00,115059.00,73269.00,,54581.00,,57753.00,11.00,43164.00
磐亞,1150904,2,4707,115,,,1883650.00,,,,0.69,,4869.00,,279233.00,2162883.00,,,,-24841.00,308943.00,593604.00,617162.00,23558.00,23558.00,48399.00,,284102.00,,,,279233.00
永純,1150904,2,4711,115,,,,,,,0.70,,10044.00,,42796.00,42796.00,,42796.00,,48582.00,4258.00,342477.00,432159.00,89682.00,89682.00,41100.00,,52840.00,,42796.00,,42796.00
永捷,1150904,2,4714,115,,,-88936.00,,,,-0.10,,49699.00,,-40822.00,-129758.00,,-17742.00,-23080.00,-21785.00,30662.00,1011027.00,1184522.00,173495.00,173495.00,195280.00,,8877.00,,-110253.00,-19505.00,-40822.00
大立,1150904,2,4716,115,,,-1003.00,,,,0.14,,632.00,,12352.00,11349.00,,13599.00,-1247.00,-30015.00,42999.00,222343.00,265288.00,42945.00,42945.00,72960.00,,12984.00,,12592.00,-1243.00,12352.00
美琪瑪,1150904,2,4721,115,,,490.00,,,,3.51,,67525.00,,262926.00,263416.00,,262926.00,,321911.00,8540.00,1162775.00,1574765.00,411990.00,411990.00,90079.00,,330451.00,,263416.00,,262926.00
永昕,1150904,2,4726,115,,,62.00,,,,-0.96,,-6485.00,,-199579.00,-199517.00,,-199579.00,,-178896.00,-27168.00,477339.00,399907.00,-77432.00,-77432.00,101464.00,,-206064.00,,-199517.00,,-199579.00
雙美,1150904,2,4728,115,,,8159.00,,,,8.52,,174353.00,,464013.00,472172.00,,464013.00,,621680.00,16686.00,231208.00,1183086.00,951878.00,951878.00,330198.00,,638366.00,,472172.00,,464013.00
熒茂,1150904,2,4729,115,,,51554.00,,,,0.34,,13807.00,,30754.00,82308.00,,27312.00,3442.00,-6078.00,50639.00,409558.00,527677.00,118119.00,118119.00,124197.00,,44561.00,,76226.00,6082.00,30754.00
豪展,1150904,2,4735,115,,,23936.00,,,,4.37,,9033.00,,168361.00,192297.00,,168361.00,,37929.00,139465.00,336473.00,488288.00,151815.00,151815.00,113886.00,,177394.00,,192297.00,,168361.00
泓瀚,1150904,2,4741,115,,,-741.00,,,,0.83,,1549.00,,28539.00,27798.00,,28750.00,-211.00,24904.00,5184.00,181359.00,280328.00,98969.00,98969.00,74065.00,,30088.00,,28376.00,-578.00,28539.00
合一,1150904,2,4743,115,,,-205726.00,,,,0.21,4559.00,10486.00,,98652.00,-107074.00,,99064.00,-412.00,-397539.00,506677.00,48935.00,76528.00,27593.00,32152.00,429691.00,,109138.00,,-106662.00,-412.00,98652.00
皇將,1150904,2,4744,115,,,-17732.00,,,,-0.27,,-1899.00,,-15173.00,-32905.00,,-15173.00,0.00,-32687.00,15615.00,206289.00,430946.00,224657.00,224657.00,257344.00,,-17072.00,,-32905.00,0.00,-15173.00
合富-KY,1150904,2,4745,115,,,168637.00,,,,-0.75,,-6201.00,,-93799.00,74838.00,,-55780.00,-38019.00,-101190.00,1190.00,1296425.00,1555987.00,259562.00,259562.00,360752.00,,-100000.00,,39991.00,34847.00,-93799.00
強生*,1150904,2,4747,115,,,-46.00,,,,1.69,,4423.00,,76750.00,76704.00,,76750.00,,30741.00,50432.00,180269.00,293136.00,112867.00,112867.00,82126.00,,81173.00,,76704.00,,76750.00
新應材,1150904,2,4749,115,,33.00,123739.00,,,,6.94,,128338.00,,642639.00,766378.00,,643910.00,-1271.00,623120.00,147857.00,1363831.00,2478420.00,1114589.00,1114589.00,491502.00,,770977.00,,767649.00,-1271.00,642639.00
國碳科,1150904,2,4754,115,,,2540.00,,,,2.21,,17333.00,,66877.00,69417.00,,66877.00,,79276.00,4934.00,173197.00,351212.00,178015.00,178015.00,98739.00,,84210.00,,69417.00,,66877.00
勤凱科技,1150904,2,4760,115,,,233668.00,,,,5.26,,39232.00,,166341.00,400009.00,,,,186019.00,19554.00,1084801.00,1338240.00,253439.00,253439.00,67420.00,,205573.00,,,,166341.00
誠泰科技,1150904,2,4767,115,,,21884.00,,,,1.67,,8447.00,,52243.00,74127.00,,52318.00,-75.00,55054.00,5636.00,320459.00,461071.00,140612.00,140612.00,85558.00,,60690.00,,74162.00,-35.00,52243.00
晶呈科技,1150904,2,4768,115,,,5950.00,,,,-0.99,,15135.00,,-51299.00,-45349.00,,-47227.00,-4072.00,-22568.00,-13596.00,669271.00,821214.00,151943.00,151943.00,174511.00,,-36164.00,,-41277.00,-4072.00,-51299.00
台特化,1150904,2,4772,115,,,29079.00,,,,2.83,,149555.00,,556287.00,585366.00,,417454.00,138833.00,712286.00,-6444.00,849727.00,1749937.00,900210.00,900210.00,187924.00,,705842.00,,425052.00,160314.00,556287.00
大略-KY,1150904,2,4804,115,,,-9021.00,,,,-0.78,,0.00,,-55781.00,-64802.00,,-55781.00,0.00,-43584.00,-12197.00,4.00,667.00,663.00,663.00,44247.00,,-55781.00,,-64802.00,0.00,-55781.00
桂田文創,1150904,2,4806,115,,,-12.00,,,,-0.14,,18.00,,-9502.00,-9514.00,,-9502.00,0.00,-21540.00,12056.00,79330.00,103127.00,23797.00,23797.00,45337.00,,-9484.00,,-9514.00,0.00,-9502.00
